order_item_id,order_item_order_id,order_item_product_id,order_item_quantity,order_item_subtotal,order_item_product_price
139001,55573,191,4,399.9599914550781,99.98999786376953
139002,55573,957,1,299.9800109863281,299.9800109863281
139003,55573,1014,2,99.95999908447266,49.97999954223633
139004,55573,1073,1,199.99000549316406,199.99000549316406
139005,55573,365,1,59.9900016784668,59.9900016784668
139006,55574,403,1,129.99000549316406,129.99000549316406
139007,55575,403,1,129.99000549316406,129.99000549316406
139008,55575,403,1,129.99000549316406,129.99000549316406
139009,55576,365,2,119.9800033569336,59.9900016784668
139010,55576,1073,1,199.99000549316406,199.99000549316406
139011,55577,403,1,129.99000549316406,129.99000549316406
139012,55577,403,1,129.99000549316406,129.99000549316406
139013,55577,906,5,124.94999694824219,24.989999771118164
139014,55578,502,4,200.0,50.0
139015,55578,957,1,299.9800109863281,299.9800109863281
139016,55579,1004,1,399.9800109863281,399.9800109863281
139017,55579,502,2,100.0,50.0
139018,55579,1073,1,199.99000549316406,199.99000549316406
139019,55579,771,5,199.9499969482422,39.9900016784668
139020,55580,957,1,299.9800109863281,299.9800109863281
139021,55580,957,1,299.9800109863281,299.9800109863281
139022,55582,957,1,299.9800109863281,299.9800109863281
139023,55582,365,1,59.9900016784668,59.9900016784668
139024,55582,403,1,129.99000549316406,129.99000549316406
139025,55582,365,3,179.97000122070312,59.9900016784668
139026,55583,502,4,200.0,50.0
139027,55583,1014,4,199.9199981689453,49.97999954223633
139028,55584,502,4,200.0,50.0
139029,55584,365,4,239.9600067138672,59.9900016784668
139030,55584,627,5,199.9499969482422,39.9900016784668
139031,55584,502,5,250.0,50.0
139032,55585,627,5,199.9499969482422,39.9900016784668
139033,55585,1073,1,199.99000549316406,199.99000549316406
139034,55585,191,1,99.98999786376953,99.98999786376953
139035,55585,1014,1,49.97999954223633,49.97999954223633
139036,55585,1004,1,399.9800109863281,399.9800109863281
139037,55587,924,3,47.970001220703125,15.989999771118164
139038,55587,1073,1,199.99000549316406,199.99000549316406
139039,55587,957,1,299.9800109863281,299.9800109863281
139040,55588,565,3,210.0,70.0
139041,55588,502,5,250.0,50.0
139042,55588,825,2,63.97999954223633,31.989999771118164
139043,55588,403,1,129.99000549316406,129.99000549316406
139044,55588,403,1,129.99000549316406,129.99000549316406
139045,55589,403,1,129.99000549316406,129.99000549316406
139046,55589,703,3,59.970001220703125,19.989999771118164
139047,55589,957,1,299.9800109863281,299.9800109863281
139048,55590,1004,1,399.9800109863281,399.9800109863281
139049,55591,1073,1,199.99000549316406,199.99000549316406
139050,55592,957,1,299.9800109863281,299.9800109863281
139051,55592,403,1,129.99000549316406,129.99000549316406
139052,55593,502,5,250.0,50.0
139053,55593,1014,1,49.97999954223633,49.97999954223633
139054,55593,502,5,250.0,50.0
139055,55594,1004,1,399.9800109863281,399.9800109863281
139056,55594,1014,5,249.89999389648438,49.97999954223633
139057,55594,1073,1,199.99000549316406,199.99000549316406
139058,55594,273,2,55.97999954223633,27.989999771118164
139059,55594,957,1,299.9800109863281,299.9800109863281
139060,55595,1073,1,199.99000549316406,199.99000549316406
139061,55595,191,2,199.97999572753906,99.98999786376953
139062,55597,365,1,59.9900016784668,59.9900016784668
139063,55597,1014,2,99.95999908447266,49.97999954223633
139064,55597,1014,5,249.89999389648438,49.97999954223633
139065,55597,627,3,119.97000122070312,39.9900016784668
139066,55598,249,3,164.91000366210938,54.970001220703125
139067,55598,804,2,39.97999954223633,19.989999771118164
139068,55599,191,5,499.95001220703125,99.98999786376953
139069,55600,1004,1,399.9800109863281,399.9800109863281
139070,55601,957,1,299.9800109863281,299.9800109863281
139071,55602,191,3,299.9700012207031,99.98999786376953
139072,55602,191,2,199.97999572753906,99.98999786376953
139073,55602,1073,1,199.99000549316406,199.99000549316406
139074,55603,365,3,179.97000122070312,59.9900016784668
139075,55603,365,5,299.95001220703125,59.9900016784668
139076,55603,627,4,159.9600067138672,39.9900016784668
139077,55603,365,5,299.95001220703125,59.9900016784668
139078,55604,191,2,199.97999572753906,99.98999786376953
139079,55604,1014,2,99.95999908447266,49.97999954223633
139080,55604,1004,1,399.9800109863281,399.9800109863281
139081,55605,1004,1,399.9800109863281,399.9800109863281
139082,55605,1073,1,199.99000549316406,199.99000549316406
139083,55605,172,5,150.0,30.0
139084,55605,926,2,31.979999542236328,15.989999771118164
139085,55606,627,5,199.9499969482422,39.9900016784668
139086,55607,1014,4,199.9199981689453,49.97999954223633
139087,55607,1014,2,99.95999908447266,49.97999954223633
139088,55607,1004,1,399.9800109863281,399.9800109863281
139089,55608,502,3,150.0,50.0
139090,55608,403,1,129.99000549316406,129.99000549316406
139091,55609,403,1,129.99000549316406,129.99000549316406
139092,55610,403,1,129.99000549316406,129.99000549316406
139093,55610,403,1,129.99000549316406,129.99000549316406
139094,55610,1073,1,199.99000549316406,199.99000549316406
139095,55611,1073,1,199.99000549316406,199.99000549316406
139096,55611,365,4,239.9600067138672,59.9900016784668
139097,55611,1073,1,199.99000549316406,199.99000549316406
139098,55611,1073,1,199.99000549316406,199.99000549316406
139099,55612,37,5,174.9499969482422,34.9900016784668
139100,55613,403,1,129.99000549316406,129.99000549316406
139101,55614,1014,5,249.89999389648438,49.97999954223633
139102,55614,957,1,299.9800109863281,299.9800109863281
139103,55614,792,3,44.970001220703125,14.989999771118164
139104,55616,365,3,179.97000122070312,59.9900016784668
139105,55616,957,1,299.9800109863281,299.9800109863281
139106,55616,917,3,65.97000122070312,21.989999771118164
139107,55617,821,1,51.9900016784668,51.9900016784668
139108,55618,957,1,299.9800109863281,299.9800109863281
139109,55619,957,1,299.9800109863281,299.9800109863281
139110,55619,502,1,50.0,50.0
139111,55619,502,2,100.0,50.0
139112,55619,502,4,200.0,50.0
139113,55621,642,3,90.0,30.0
139114,55622,403,1,129.99000549316406,129.99000549316406
139115,55623,403,1,129.99000549316406,129.99000549316406
139116,55623,627,4,159.9600067138672,39.9900016784668
