order_item_id,order_item_order_id,order_item_product_id,order_item_quantity,order_item_subtotal,order_item_product_price
157001,62796,1004,1,399.9800109863281,399.9800109863281
157002,62796,365,2,119.9800033569336,59.9900016784668
157003,62796,957,1,299.9800109863281,299.9800109863281
157004,62797,724,3,300.0,100.0
157005,62797,403,1,129.99000549316406,129.99000549316406
157006,62798,403,1,129.99000549316406,129.99000549316406
157007,62798,191,1,99.98999786376953,99.98999786376953
157008,62798,502,1,50.0,50.0
157009,62799,627,4,159.9600067138672,39.9900016784668
157010,62799,365,2,119.9800033569336,59.9900016784668
157011,62799,191,2,199.97999572753906,99.98999786376953
157012,62799,403,1,129.99000549316406,129.99000549316406
157013,62799,786,1,179.99000549316406,179.99000549316406
157014,62800,1073,1,199.99000549316406,199.99000549316406
157015,62800,191,4,399.9599914550781,99.98999786376953
157016,62800,502,5,250.0,50.0
157017,62801,403,1,129.99000549316406,129.99000549316406
157018,62802,403,1,129.99000549316406,129.99000549316406
157019,62802,957,1,299.9800109863281,299.9800109863281
157020,62803,1004,1,399.9800109863281,399.9800109863281
157021,62803,957,1,299.9800109863281,299.9800109863281
157022,62803,1073,1,199.99000549316406,199.99000549316406
157023,62803,365,2,119.9800033569336,59.9900016784668
157024,62803,1004,1,399.9800109863281,399.9800109863281
157025,62805,78,5,499.95001220703125,99.98999786376953
157026,62805,502,4,200.0,50.0
157027,62805,502,2,100.0,50.0
157028,62805,1004,1,399.9800109863281,399.9800109863281
157029,62805,403,1,129.99000549316406,129.99000549316406
157030,62806,502,1,50.0,50.0
157031,62806,191,1,99.98999786376953,99.98999786376953
157032,62807,957,1,299.9800109863281,299.9800109863281
157033,62807,502,2,100.0,50.0
157034,62807,1004,1,399.9800109863281,399.9800109863281
157035,62807,957,1,299.9800109863281,299.9800109863281
157036,62807,1004,1,399.9800109863281,399.9800109863281
157037,62808,957,1,299.9800109863281,299.9800109863281
157038,62808,1004,1,399.9800109863281,399.9800109863281
157039,62809,191,5,499.95001220703125,99.98999786376953
157040,62809,1004,1,399.9800109863281,399.9800109863281
157041,62809,1004,1,399.9800109863281,399.9800109863281
157042,62809,1073,1,199.99000549316406,199.99000549316406
157043,62810,191,3,299.9700012207031,99.98999786376953
157044,62810,1004,1,399.9800109863281,399.9800109863281
157045,62811,502,3,150.0,50.0
157046,62811,1004,1,399.9800109863281,399.9800109863281
157047,62811,627,1,39.9900016784668,39.9900016784668
157048,62811,1014,1,49.97999954223633,49.97999954223633
157049,62812,191,2,199.97999572753906,99.98999786376953
157050,62812,1004,1,399.9800109863281,399.9800109863281
157051,62812,666,1,109.98999786376953,109.98999786376953
157052,62813,1004,1,399.9800109863281,399.9800109863281
157053,62813,403,1,129.99000549316406,129.99000549316406
157054,62813,365,3,179.97000122070312,59.9900016784668
157055,62813,365,1,59.9900016784668,59.9900016784668
157056,62813,403,1,129.99000549316406,129.99000549316406
157057,62814,1014,3,149.94000244140625,49.97999954223633
157058,62814,1014,3,149.94000244140625,49.97999954223633
157059,62814,191,1,99.98999786376953,99.98999786376953
157060,62815,1073,1,199.99000549316406,199.99000549316406
157061,62816,1073,1,199.99000549316406,199.99000549316406
157062,62816,1073,1,199.99000549316406,199.99000549316406
157063,62817,1014,1,49.97999954223633,49.97999954223633
157064,62817,666,1,109.98999786376953,109.98999786376953
157065,62817,365,3,179.97000122070312,59.9900016784668
157066,62817,365,4,239.9600067138672,59.9900016784668
157067,62818,1014,3,149.94000244140625,49.97999954223633
157068,62818,191,3,299.9700012207031,99.98999786376953
157069,62820,1073,1,199.99000549316406,199.99000549316406
157070,62820,502,4,200.0,50.0
157071,62820,502,1,50.0,50.0
157072,62820,403,1,129.99000549316406,129.99000549316406
157073,62820,1073,1,199.99000549316406,199.99000549316406
157074,62821,403,1,129.99000549316406,129.99000549316406
157075,62821,957,1,299.9800109863281,299.9800109863281
157076,62821,403,1,129.99000549316406,129.99000549316406
157077,62822,957,1,299.9800109863281,299.9800109863281
157078,62823,1073,1,199.99000549316406,199.99000549316406
157079,62823,957,1,299.9800109863281,299.9800109863281
157080,62823,1014,2,99.95999908447266,49.97999954223633
157081,62823,403,1,129.99000549316406,129.99000549316406
157082,62824,1073,1,199.99000549316406,199.99000549316406
157083,62825,19,1,124.98999786376953,124.98999786376953
157084,62825,1014,4,199.9199981689453,49.97999954223633
157085,62825,1073,1,199.99000549316406,199.99000549316406
157086,62825,365,5,299.95001220703125,59.9900016784668
157087,62826,1073,1,199.99000549316406,199.99000549316406
157088,62826,365,4,239.9600067138672,59.9900016784668
157089,62826,1014,1,49.97999954223633,49.97999954223633
157090,62827,1014,5,249.89999389648438,49.97999954223633
157091,62827,957,1,299.9800109863281,299.9800109863281
157092,62827,365,3,179.97000122070312,59.9900016784668
157093,62827,365,4,239.9600067138672,59.9900016784668
157094,62827,365,3,179.97000122070312,59.9900016784668
157095,62828,365,5,299.95001220703125,59.9900016784668
157096,62828,403,1,129.99000549316406,129.99000549316406
157097,62828,403,1,129.99000549316406,129.99000549316406
157098,62829,1073,1,199.99000549316406,199.99000549316406
157099,62829,365,1,59.9900016784668,59.9900016784668
157100,62829,627,2,79.9800033569336,39.9900016784668
157101,62829,725,1,108.0,108.0
157102,62831,1014,3,149.94000244140625,49.97999954223633
157103,62832,365,4,239.9600067138672,59.9900016784668
157104,62833,295,2,199.89999389648438,99.94999694824219
157105,62833,1004,1,399.9800109863281,399.9800109863281
157106,62833,627,1,39.9900016784668,39.9900016784668
157107,62833,403,1,129.99000549316406,129.99000549316406
157108,62834,403,1,129.99000549316406,129.99000549316406
157109,62834,1014,2,99.95999908447266,49.97999954223633
157110,62835,627,3,119.97000122070312,39.9900016784668
157111,62835,957,1,299.9800109863281,299.9800109863281
157112,62836,957,1,299.9800109863281,299.9800109863281
157113,62837,1014,3,149.94000244140625,49.97999954223633
157114,62837,957,1,299.9800109863281,299.9800109863281
157115,62837,403,1,129.99000549316406,129.99000549316406
157116,62837,403,1,129.99000549316406,129.99000549316406
157117,62837,957,1,299.9800109863281,299.9800109863281
157118,62839,627,1,39.9900016784668,39.9900016784668
157119,62839,403,1,129.99000549316406,129.99000549316406
157120,62839,403,1,129.99000549316406,129.99000549316406
157121,62839,502,3,150.0,50.0
157122,62839,724,2,200.0,100.0
157123,62840,502,3,150.0,50.0
157124,62840,502,4,200.0,50.0
157125,62840,365,4,239.9600067138672,59.9900016784668
157126,62840,1014,3,149.94000244140625,49.97999954223633
157127,62840,1004,1,399.9800109863281,399.9800109863281
157128,62841,403,1,129.99000549316406,129.99000549316406
157129,62841,365,3,179.97000122070312,59.9900016784668
157130,62841,1004,1,399.9800109863281,399.9800109863281
157131,62842,365,3,179.97000122070312,59.9900016784668
157132,62844,705,1,119.98999786376953,119.98999786376953
157133,62844,1073,1,199.99000549316406,199.99000549316406
