order_item_id,order_item_order_id,order_item_product_id,order_item_quantity,order_item_subtotal,order_item_product_price
65001,25968,403,1,129.99000549316406,129.99000549316406
65002,25968,502,4,200.0,50.0
65003,25969,1004,1,399.9800109863281,399.9800109863281
65004,25969,1014,2,99.95999908447266,49.97999954223633
65005,25969,365,1,59.9900016784668,59.9900016784668
65006,25970,1014,1,49.97999954223633,49.97999954223633
65007,25970,365,4,239.9600067138672,59.9900016784668
65008,25970,1014,2,99.95999908447266,49.97999954223633
65009,25970,1014,4,199.9199981689453,49.97999954223633
65010,25971,365,1,59.9900016784668,59.9900016784668
65011,25971,403,1,129.99000549316406,129.99000549316406
65012,25972,1073,1,199.99000549316406,199.99000549316406
65013,25972,502,3,150.0,50.0
65014,25972,1073,1,199.99000549316406,199.99000549316406
65015,25974,957,1,299.9800109863281,299.9800109863281
65016,25974,403,1,129.99000549316406,129.99000549316406
65017,25974,957,1,299.9800109863281,299.9800109863281
65018,25974,1073,1,199.99000549316406,199.99000549316406
65019,25975,957,1,299.9800109863281,299.9800109863281
65020,25975,1073,1,199.99000549316406,199.99000549316406
65021,25977,797,3,53.970001220703125,17.989999771118164
65022,25977,502,5,250.0,50.0
65023,25977,1004,1,399.9800109863281,399.9800109863281
65024,25977,502,4,200.0,50.0
65025,25979,1014,3,149.94000244140625,49.97999954223633
65026,25979,1014,3,149.94000244140625,49.97999954223633
65027,25979,191,3,299.9700012207031,99.98999786376953
65028,25980,1014,2,99.95999908447266,49.97999954223633
65029,25980,1014,3,149.94000244140625,49.97999954223633
65030,25980,403,1,129.99000549316406,129.99000549316406
65031,25980,627,4,159.9600067138672,39.9900016784668
65032,25980,1073,1,199.99000549316406,199.99000549316406
65033,25981,1014,2,99.95999908447266,49.97999954223633
65034,25981,502,2,100.0,50.0
65035,25982,365,2,119.9800033569336,59.9900016784668
65036,25983,1004,1,399.9800109863281,399.9800109863281
65037,25984,957,1,299.9800109863281,299.9800109863281
65038,25984,365,5,299.95001220703125,59.9900016784668
65039,25984,365,5,299.95001220703125,59.9900016784668
65040,25986,403,1,129.99000549316406,129.99000549316406
65041,25987,365,5,299.95001220703125,59.9900016784668
65042,25988,403,1,129.99000549316406,129.99000549316406
65043,25988,191,2,199.97999572753906,99.98999786376953
65044,25988,1014,1,49.97999954223633,49.97999954223633
65045,25988,627,1,39.9900016784668,39.9900016784668
65046,25989,1004,1,399.9800109863281,399.9800109863281
65047,25989,1004,1,399.9800109863281,399.9800109863281
65048,25989,1073,1,199.99000549316406,199.99000549316406
65049,25989,403,1,129.99000549316406,129.99000549316406
65050,25989,502,4,200.0,50.0
65051,25990,502,1,50.0,50.0
65052,25991,403,1,129.99000549316406,129.99000549316406
65053,25991,1004,1,399.9800109863281,399.9800109863281
65054,25991,627,5,199.9499969482422,39.9900016784668
65055,25991,1014,1,49.97999954223633,49.97999954223633
65056,25992,365,5,299.95001220703125,59.9900016784668
65057,25992,403,1,129.99000549316406,129.99000549316406
65058,25992,502,2,100.0,50.0
65059,25992,1004,1,399.9800109863281,399.9800109863281
65060,25993,957,1,299.9800109863281,299.9800109863281
65061,25993,1014,2,99.95999908447266,49.97999954223633
65062,25993,1014,3,149.94000244140625,49.97999954223633
65063,25993,502,1,50.0,50.0
65064,25995,627,3,119.97000122070312,39.9900016784668
65065,25996,957,1,299.9800109863281,299.9800109863281
65066,25996,1014,2,99.95999908447266,49.97999954223633
65067,25997,1014,2,99.95999908447266,49.97999954223633
65068,25998,1004,1,399.9800109863281,399.9800109863281
65069,25998,1014,5,249.89999389648438,49.97999954223633
65070,25998,1004,1,399.9800109863281,399.9800109863281
65071,25999,957,1,299.9800109863281,299.9800109863281
65072,25999,1073,1,199.99000549316406,199.99000549316406
