order_item_id,order_item_order_id,order_item_product_id,order_item_quantity,order_item_subtotal,order_item_product_price
53001,21191,957,1,299.9800109863281,299.9800109863281
53002,21191,1073,1,199.99000549316406,199.99000549316406
53003,21191,957,1,299.9800109863281,299.9800109863281
53004,21192,1014,4,199.9199981689453,49.97999954223633
53005,21192,502,4,200.0,50.0
53006,21192,502,1,50.0,50.0
53007,21192,365,5,299.95001220703125,59.9900016784668
53008,21193,502,5,250.0,50.0
53009,21193,924,5,79.94999694824219,15.989999771118164
53010,21193,1004,1,399.9800109863281,399.9800109863281
53011,21194,403,1,129.99000549316406,129.99000549316406
53012,21194,1014,2,99.95999908447266,49.97999954223633
53013,21195,502,4,200.0,50.0
53014,21195,365,1,59.9900016784668,59.9900016784668
53015,21196,502,3,150.0,50.0
53016,21196,797,2,35.97999954223633,17.989999771118164
53017,21196,191,1,99.98999786376953,99.98999786376953
53018,21196,502,5,250.0,50.0
53019,21196,1004,1,399.9800109863281,399.9800109863281
53020,21197,191,2,199.97999572753906,99.98999786376953
53021,21197,365,2,119.9800033569336,59.9900016784668
53022,21198,502,2,100.0,50.0
53023,21198,1014,2,99.95999908447266,49.97999954223633
53024,21198,502,1,50.0,50.0
53025,21198,403,1,129.99000549316406,129.99000549316406
53026,21198,627,3,119.97000122070312,39.9900016784668
53027,21200,365,3,179.97000122070312,59.9900016784668
53028,21201,191,3,299.9700012207031,99.98999786376953
53029,21201,1014,5,249.89999389648438,49.97999954223633
53030,21202,1014,5,249.89999389648438,49.97999954223633
53031,21202,957,1,299.9800109863281,299.9800109863281
53032,21203,403,1,129.99000549316406,129.99000549316406
53033,21203,365,3,179.97000122070312,59.9900016784668
53034,21203,1014,2,99.95999908447266,49.97999954223633
53035,21203,1073,1,199.99000549316406,199.99000549316406
53036,21204,1014,3,149.94000244140625,49.97999954223633
53037,21204,957,1,299.9800109863281,299.9800109863281
53038,21204,1073,1,199.99000549316406,199.99000549316406
53039,21205,957,1,299.9800109863281,299.9800109863281
53040,21205,957,1,299.9800109863281,299.9800109863281
53041,21205,403,1,129.99000549316406,129.99000549316406
53042,21206,37,3,104.97000122070312,34.9900016784668
53043,21206,403,1,129.99000549316406,129.99000549316406
53044,21206,1073,1,199.99000549316406,199.99000549316406
53045,21206,365,5,299.95001220703125,59.9900016784668
53046,21206,1014,3,149.94000244140625,49.97999954223633
53047,21207,1004,1,399.9800109863281,399.9800109863281
53048,21207,627,5,199.9499969482422,39.9900016784668
53049,21207,191,4,399.9599914550781,99.98999786376953
53050,21208,365,1,59.9900016784668,59.9900016784668
53051,21208,1073,1,199.99000549316406,199.99000549316406
53052,21208,191,4,399.9599914550781,99.98999786376953
53053,21208,502,5,250.0,50.0
53054,21208,365,4,239.9600067138672,59.9900016784668
53055,21209,403,1,129.99000549316406,129.99000549316406
53056,21209,1004,1,399.9800109863281,399.9800109863281
53057,21209,365,5,299.95001220703125,59.9900016784668
53058,21209,502,1,50.0,50.0
53059,21209,502,5,250.0,50.0
53060,21210,1014,4,199.9199981689453,49.97999954223633
53061,21210,957,1,299.9800109863281,299.9800109863281
53062,21210,365,1,59.9900016784668,59.9900016784668
53063,21210,1004,1,399.9800109863281,399.9800109863281
53064,21211,191,3,299.9700012207031,99.98999786376953
53065,21211,1014,4,199.9199981689453,49.97999954223633
53066,21211,403,1,129.99000549316406,129.99000549316406
53067,21211,403,1,129.99000549316406,129.99000549316406
53068,21213,403,1,129.99000549316406,129.99000549316406
53069,21213,627,1,39.9900016784668,39.9900016784668
53070,21213,365,5,299.95001220703125,59.9900016784668
53071,21213,565,1,70.0,70.0
53072,21214,365,4,239.9600067138672,59.9900016784668
53073,21214,365,4,239.9600067138672,59.9900016784668
53074,21214,365,4,239.9600067138672,59.9900016784668
53075,21215,957,1,299.9800109863281,299.9800109863281
53076,21215,365,2,119.9800033569336,59.9900016784668
53077,21215,1004,1,399.9800109863281,399.9800109863281
53078,21215,502,5,250.0,50.0
53079,21215,235,1,34.9900016784668,34.9900016784668
53080,21216,502,2,100.0,50.0
53081,21217,502,1,50.0,50.0
53082,21217,1073,1,199.99000549316406,199.99000549316406
53083,21219,403,1,129.99000549316406,129.99000549316406
53084,21219,957,1,299.9800109863281,299.9800109863281
53085,21219,191,5,499.95001220703125,99.98999786376953
53086,21219,502,1,50.0,50.0
53087,21219,403,1,129.99000549316406,129.99000549316406
53088,21220,191,5,499.95001220703125,99.98999786376953
53089,21220,1073,1,199.99000549316406,199.99000549316406
53090,21220,1004,1,399.9800109863281,399.9800109863281
53091,21220,403,1,129.99000549316406,129.99000549316406
53092,21220,502,4,200.0,50.0
53093,21221,1073,1,199.99000549316406,199.99000549316406
53094,21221,191,2,199.97999572753906,99.98999786376953
53095,21223,403,1,129.99000549316406,129.99000549316406
53096,21224,365,2,119.9800033569336,59.9900016784668
53097,21224,627,2,79.9800033569336,39.9900016784668
53098,21224,1014,4,199.9199981689453,49.97999954223633
53099,21225,502,2,100.0,50.0
53100,21225,627,5,199.9499969482422,39.9900016784668
53101,21225,1014,4,199.9199981689453,49.97999954223633
53102,21225,502,1,50.0,50.0
53103,21229,572,4,159.9600067138672,39.9900016784668
53104,21229,1014,2,99.95999908447266,49.97999954223633
53105,21229,1014,3,149.94000244140625,49.97999954223633
53106,21230,957,1,299.9800109863281,299.9800109863281
53107,21230,1004,1,399.9800109863281,399.9800109863281
53108,21232,172,1,30.0,30.0
53109,21232,365,1,59.9900016784668,59.9900016784668
53110,21233,1004,1,399.9800109863281,399.9800109863281
53111,21233,502,2,100.0,50.0
53112,21234,502,1,50.0,50.0
53113,21234,403,1,129.99000549316406,129.99000549316406
53114,21234,1004,1,399.9800109863281,399.9800109863281
53115,21234,365,1,59.9900016784668,59.9900016784668
53116,21234,572,1,39.9900016784668,39.9900016784668
53117,21235,627,5,199.9499969482422,39.9900016784668
53118,21235,502,1,50.0,50.0
53119,21235,957,1,299.9800109863281,299.9800109863281
53120,21235,1004,1,399.9800109863281,399.9800109863281
53121,21237,897,4,99.95999908447266,24.989999771118164
53122,21238,793,1,14.989999771118164,14.989999771118164
53123,21238,627,4,159.9600067138672,39.9900016784668
53124,21239,1073,1,199.99000549316406,199.99000549316406
53125,21239,957,1,299.9800109863281,299.9800109863281
53126,21239,365,3,179.97000122070312,59.9900016784668
53127,21239,957,1,299.9800109863281,299.9800109863281
53128,21240,1073,1,199.99000549316406,199.99000549316406
53129,21242,1014,3,149.94000244140625,49.97999954223633
53130,21242,365,2,119.9800033569336,59.9900016784668
53131,21242,1004,1,399.9800109863281,399.9800109863281
53132,21242,116,3,134.97000122070312,44.9900016784668
53133,21242,502,5,250.0,50.0
53134,21243,1004,1,399.9800109863281,399.9800109863281
53135,21243,502,1,50.0,50.0
53136,21243,957,1,299.9800109863281,299.9800109863281
53137,21243,403,1,129.99000549316406,129.99000549316406
53138,21244,885,4,99.95999908447266,24.989999771118164
53139,21244,957,1,299.9800109863281,299.9800109863281
53140,21244,403,1,129.99000549316406,129.99000549316406
53141,21246,1014,1,49.97999954223633,49.97999954223633
53142,21246,365,2,119.9800033569336,59.9900016784668
53143,21246,1073,1,199.99000549316406,199.99000549316406
53144,21246,1073,1,199.99000549316406,199.99000549316406
53145,21247,1073,1,199.99000549316406,199.99000549316406
53146,21248,957,1,299.9800109863281,299.9800109863281
53147,21248,1004,1,399.9800109863281,399.9800109863281
53148,21248,1004,1,399.9800109863281,399.9800109863281
53149,21248,365,5,299.95001220703125,59.9900016784668
53150,21249,403,1,129.99000549316406,129.99000549316406
53151,21249,365,2,119.9800033569336,59.9900016784668
53152,21249,365,4,239.9600067138672,59.9900016784668
53153,21249,403,1,129.99000549316406,129.99000549316406
53154,21250,282,4,127.95999908447266,31.989999771118164
53155,21250,1073,1,199.99000549316406,199.99000549316406
53156,21251,627,3,119.97000122070312,39.9900016784668
53157,21252,818,1,47.9900016784668,47.9900016784668
53158,21252,1014,3,149.94000244140625,49.97999954223633
53159,21253,1004,1,399.9800109863281,399.9800109863281
53160,21253,1014,3,149.94000244140625,49.97999954223633
53161,21253,1014,3,149.94000244140625,49.97999954223633
53162,21255,365,4,239.9600067138672,59.9900016784668
53163,21256,502,3,150.0,50.0
53164,21257,191,5,499.95001220703125,99.98999786376953
53165,21257,1073,1,199.99000549316406,199.99000549316406
53166,21257,957,1,299.9800109863281,299.9800109863281
53167,21257,1004,1,399.9800109863281,399.9800109863281
53168,21257,191,1,99.98999786376953,99.98999786376953
53169,21258,1073,1,199.99000549316406,199.99000549316406
53170,21258,502,4,200.0,50.0
53171,21258,365,2,119.9800033569336,59.9900016784668
53172,21258,365,1,59.9900016784668,59.9900016784668
53173,21258,502,2,100.0,50.0
53174,21259,957,1,299.9800109863281,299.9800109863281
53175,21259,957,1,299.9800109863281,299.9800109863281
53176,21260,778,5,124.94999694824219,24.989999771118164
53177,21261,1014,1,49.97999954223633,49.97999954223633
53178,21262,403,1,129.99000549316406,129.99000549316406
53179,21262,1014,1,49.97999954223633,49.97999954223633
53180,21262,1004,1,399.9800109863281,399.9800109863281
53181,21262,1004,1,399.9800109863281,399.9800109863281
53182,21262,1004,1,399.9800109863281,399.9800109863281
53183,21263,1073,1,199.99000549316406,199.99000549316406
53184,21263,957,1,299.9800109863281,299.9800109863281
53185,21263,1014,5,249.89999389648438,49.97999954223633
53186,21263,502,4,200.0,50.0
53187,21266,1073,1,199.99000549316406,199.99000549316406
53188,21266,502,3,150.0,50.0
53189,21266,957,1,299.9800109863281,299.9800109863281
53190,21267,403,1,129.99000549316406,129.99000549316406
53191,21267,191,5,499.95001220703125,99.98999786376953
53192,21267,403,1,129.99000549316406,129.99000549316406
53193,21267,502,3,150.0,50.0
53194,21268,403,1,129.99000549316406,129.99000549316406
53195,21269,886,2,49.97999954223633,24.989999771118164
53196,21269,627,1,39.9900016784668,39.9900016784668
53197,21270,818,3,143.97000122070312,47.9900016784668
53198,21270,1004,1,399.9800109863281,399.9800109863281
53199,21271,957,1,299.9800109863281,299.9800109863281
53200,21271,1073,1,199.99000549316406,199.99000549316406
53201,21271,191,1,99.98999786376953,99.98999786376953
53202,21271,191,4,399.9599914550781,99.98999786376953
53203,21272,957,1,299.9800109863281,299.9800109863281
53204,21272,403,1,129.99000549316406,129.99000549316406
53205,21272,1014,4,199.9199981689453,49.97999954223633
53206,21272,1014,5,249.89999389648438,49.97999954223633
53207,21272,403,1,129.99000549316406,129.99000549316406
53208,21273,627,1,39.9900016784668,39.9900016784668
53209,21273,957,1,299.9800109863281,299.9800109863281
53210,21275,1073,1,199.99000549316406,199.99000549316406
53211,21276,1014,2,99.95999908447266,49.97999954223633
53212,21276,403,1,129.99000549316406,129.99000549316406
53213,21276,403,1,129.99000549316406,129.99000549316406
53214,21276,365,2,119.9800033569336,59.9900016784668
53215,21276,775,4,39.959999084472656,9.989999771118164
53216,21277,1004,1,399.9800109863281,399.9800109863281
53217,21277,502,1,50.0,50.0
53218,21277,1004,1,399.9800109863281,399.9800109863281
53219,21278,282,1,31.989999771118164,31.989999771118164
53220,21278,365,5,299.95001220703125,59.9900016784668
53221,21280,957,1,299.9800109863281,299.9800109863281
53222,21280,191,5,499.95001220703125,99.98999786376953
53223,21280,502,5,250.0,50.0
53224,21280,44,1,59.9900016784668,59.9900016784668
53225,21281,897,5,124.94999694824219,24.989999771118164
53226,21282,403,1,129.99000549316406,129.99000549316406
53227,21282,627,1,39.9900016784668,39.9900016784668
53228,21283,905,4,99.95999908447266,24.989999771118164
53229,21283,191,4,399.9599914550781,99.98999786376953
53230,21283,1004,1,399.9800109863281,399.9800109863281
53231,21283,1004,1,399.9800109863281,399.9800109863281
53232,21283,1073,1,199.99000549316406,199.99000549316406
53233,21284,502,3,150.0,50.0
53234,21284,403,1,129.99000549316406,129.99000549316406
53235,21286,191,5,499.95001220703125,99.98999786376953
53236,21287,191,1,99.98999786376953,99.98999786376953
53237,21287,1073,1,199.99000549316406,199.99000549316406
53238,21287,823,5,259.95001220703125,51.9900016784668
53239,21287,957,1,299.9800109863281,299.9800109863281
53240,21287,502,4,200.0,50.0
53241,21288,1073,1,199.99000549316406,199.99000549316406
53242,21288,403,1,129.99000549316406,129.99000549316406
53243,21288,1073,1,199.99000549316406,199.99000549316406
53244,21289,191,5,499.95001220703125,99.98999786376953
53245,21289,403,1,129.99000549316406,129.99000549316406
53246,21290,1004,1,399.9800109863281,399.9800109863281
53247,21290,1014,4,199.9199981689453,49.97999954223633
53248,21290,1073,1,199.99000549316406,199.99000549316406
53249,21290,365,4,239.9600067138672,59.9900016784668
53250,21290,502,1,50.0,50.0
53251,21291,957,1,299.9800109863281,299.9800109863281
53252,21291,191,1,99.98999786376953,99.98999786376953
53253,21291,403,1,129.99000549316406,129.99000549316406
53254,21294,822,3,143.97000122070312,47.9900016784668
53255,21296,191,5,499.95001220703125,99.98999786376953
53256,21296,403,1,129.99000549316406,129.99000549316406
53257,21296,403,1,129.99000549316406,129.99000549316406
53258,21297,957,1,299.9800109863281,299.9800109863281
53259,21297,365,3,179.97000122070312,59.9900016784668
53260,21298,365,5,299.95001220703125,59.9900016784668
53261,21298,502,5,250.0,50.0
53262,21298,1073,1,199.99000549316406,199.99000549316406
53263,21298,957,1,299.9800109863281,299.9800109863281
53264,21298,1073,1,199.99000549316406,199.99000549316406
53265,21299,627,1,39.9900016784668,39.9900016784668
53266,21299,1004,1,399.9800109863281,399.9800109863281
53267,21299,1014,3,149.94000244140625,49.97999954223633
53268,21299,1004,1,399.9800109863281,399.9800109863281
53269,21300,1004,1,399.9800109863281,399.9800109863281
53270,21300,403,1,129.99000549316406,129.99000549316406
53271,21300,365,1,59.9900016784668,59.9900016784668
53272,21300,403,1,129.99000549316406,129.99000549316406
53273,21301,502,5,250.0,50.0
53274,21301,1004,1,399.9800109863281,399.9800109863281
53275,21302,823,4,207.9600067138672,51.9900016784668
53276,21303,1004,1,399.9800109863281,399.9800109863281
53277,21303,365,3,179.97000122070312,59.9900016784668
53278,21303,502,5,250.0,50.0
53279,21303,403,1,129.99000549316406,129.99000549316406
53280,21304,403,1,129.99000549316406,129.99000549316406
53281,21304,957,1,299.9800109863281,299.9800109863281
53282,21304,728,1,65.0,65.0
53283,21307,365,5,299.95001220703125,59.9900016784668
53284,21307,627,2,79.9800033569336,39.9900016784668
53285,21307,627,2,79.9800033569336,39.9900016784668
53286,21308,191,2,199.97999572753906,99.98999786376953
53287,21309,365,4,239.9600067138672,59.9900016784668
53288,21309,403,1,129.99000549316406,129.99000549316406
53289,21309,1004,1,399.9800109863281,399.9800109863281
53290,21310,403,1,129.99000549316406,129.99000549316406
53291,21310,403,1,129.99000549316406,129.99000549316406
53292,21311,191,4,399.9599914550781,99.98999786376953
53293,21311,191,4,399.9599914550781,99.98999786376953
53294,21311,1014,4,199.9199981689453,49.97999954223633
53295,21312,1014,2,99.95999908447266,49.97999954223633
53296,21312,1073,1,199.99000549316406,199.99000549316406
53297,21312,1014,3,149.94000244140625,49.97999954223633
53298,21312,797,5,89.94999694824219,17.989999771118164
53299,21314,403,1,129.99000549316406,129.99000549316406
53300,21315,365,4,239.9600067138672,59.9900016784668
53301,21316,365,5,299.95001220703125,59.9900016784668
53302,21316,365,4,239.9600067138672,59.9900016784668
53303,21316,403,1,129.99000549316406,129.99000549316406
53304,21316,1014,5,249.89999389648438,49.97999954223633
53305,21316,1073,1,199.99000549316406,199.99000549316406
