order_item_id,order_item_order_id,order_item_product_id,order_item_quantity,order_item_subtotal,order_item_product_price
25001,10009,403,1,129.99000549316406,129.99000549316406
25002,10010,365,5,299.95001220703125,59.9900016784668
25003,10010,403,1,129.99000549316406,129.99000549316406
25004,10010,403,1,129.99000549316406,129.99000549316406
25005,10010,1014,4,199.9199981689453,49.97999954223633
25006,10010,365,4,239.9600067138672,59.9900016784668
25007,10011,1004,1,399.9800109863281,399.9800109863281
25008,10011,1014,4,199.9199981689453,49.97999954223633
25009,10011,502,5,250.0,50.0
25010,10011,502,1,50.0,50.0
25011,10011,502,4,200.0,50.0
25012,10012,1014,5,249.89999389648438,49.97999954223633
25013,10013,191,3,299.9700012207031,99.98999786376953
25014,10013,365,5,299.95001220703125,59.9900016784668
25015,10013,627,2,79.9800033569336,39.9900016784668
25016,10013,957,1,299.9800109863281,299.9800109863281
25017,10014,1014,3,149.94000244140625,49.97999954223633
25018,10014,1004,1,399.9800109863281,399.9800109863281
25019,10014,1073,1,199.99000549316406,199.99000549316406
25020,10014,191,2,199.97999572753906,99.98999786376953
25021,10017,191,4,399.9599914550781,99.98999786376953
25022,10017,1004,1,399.9800109863281,399.9800109863281
25023,10017,365,1,59.9900016784668,59.9900016784668
25024,10017,502,2,100.0,50.0
25025,10017,502,1,50.0,50.0
25026,10018,502,3,150.0,50.0
25027,10018,365,5,299.95001220703125,59.9900016784668
25028,10018,957,1,299.9800109863281,299.9800109863281
25029,10018,1073,1,199.99000549316406,199.99000549316406
25030,10018,403,1,129.99000549316406,129.99000549316406
25031,10019,365,1,59.9900016784668,59.9900016784668
25032,10019,191,3,299.9700012207031,99.98999786376953
25033,10019,502,3,150.0,50.0
25034,10019,403,1,129.99000549316406,129.99000549316406
25035,10020,365,1,59.9900016784668,59.9900016784668
25036,10020,191,3,299.9700012207031,99.98999786376953
25037,10020,403,1,129.99000549316406,129.99000549316406
25038,10021,1004,1,399.9800109863281,399.9800109863281
25039,10023,403,1,129.99000549316406,129.99000549316406
25040,10024,1004,1,399.9800109863281,399.9800109863281
25041,10024,627,5,199.9499969482422,39.9900016784668
25042,10024,1004,1,399.9800109863281,399.9800109863281
25043,10024,893,1,24.989999771118164,24.989999771118164
25044,10024,1073,1,199.99000549316406,199.99000549316406
25045,10025,1073,1,199.99000549316406,199.99000549316406
25046,10025,627,2,79.9800033569336,39.9900016784668
25047,10025,502,1,50.0,50.0
25048,10025,365,4,239.9600067138672,59.9900016784668
25049,10025,1014,3,149.94000244140625,49.97999954223633
25050,10026,906,2,49.97999954223633,24.989999771118164
25051,10027,627,2,79.9800033569336,39.9900016784668
25052,10027,403,1,129.99000549316406,129.99000549316406
25053,10027,1004,1,399.9800109863281,399.9800109863281
25054,10027,502,2,100.0,50.0
25055,10028,1004,1,399.9800109863281,399.9800109863281
25056,10028,134,2,50.0,25.0
25057,10028,502,4,200.0,50.0
25058,10028,1073,1,199.99000549316406,199.99000549316406
25059,10029,1073,1,199.99000549316406,199.99000549316406
25060,10029,810,4,79.95999908447266,19.989999771118164
25061,10029,627,1,39.9900016784668,39.9900016784668
25062,10029,1073,1,199.99000549316406,199.99000549316406
25063,10030,957,1,299.9800109863281,299.9800109863281
25064,10032,403,1,129.99000549316406,129.99000549316406
25065,10032,627,2,79.9800033569336,39.9900016784668
25066,10032,191,5,499.95001220703125,99.98999786376953
25067,10032,365,1,59.9900016784668,59.9900016784668
25068,10033,365,1,59.9900016784668,59.9900016784668
25069,10033,502,3,150.0,50.0
25070,10033,403,1,129.99000549316406,129.99000549316406
25071,10033,1073,1,199.99000549316406,199.99000549316406
25072,10033,403,1,129.99000549316406,129.99000549316406
25073,10034,627,3,119.97000122070312,39.9900016784668
25074,10034,1073,1,199.99000549316406,199.99000549316406
25075,10036,823,3,155.97000122070312,51.9900016784668
25076,10036,1014,3,149.94000244140625,49.97999954223633
25077,10036,1004,1,399.9800109863281,399.9800109863281
25078,10037,403,1,129.99000549316406,129.99000549316406
25079,10037,1004,1,399.9800109863281,399.9800109863281
25080,10037,793,2,29.979999542236328,14.989999771118164
25081,10038,403,1,129.99000549316406,129.99000549316406
25082,10038,1014,2,99.95999908447266,49.97999954223633
25083,10038,403,1,129.99000549316406,129.99000549316406
25084,10039,191,4,399.9599914550781,99.98999786376953
25085,10039,1014,2,99.95999908447266,49.97999954223633
25086,10040,191,2,199.97999572753906,99.98999786376953
25087,10040,957,1,299.9800109863281,299.9800109863281
25088,10040,957,1,299.9800109863281,299.9800109863281
25089,10040,1014,2,99.95999908447266,49.97999954223633
25090,10041,1014,5,249.89999389648438,49.97999954223633
25091,10042,1073,1,199.99000549316406,199.99000549316406
25092,10042,502,4,200.0,50.0
25093,10042,365,2,119.9800033569336,59.9900016784668
25094,10042,502,3,150.0,50.0
25095,10043,1004,1,399.9800109863281,399.9800109863281
25096,10043,567,2,50.0,25.0
25097,10043,403,1,129.99000549316406,129.99000549316406
25098,10043,1004,1,399.9800109863281,399.9800109863281
