order_item_id,order_item_order_id,order_item_product_id,order_item_quantity,order_item_subtotal,order_item_product_price
19001,7582,365,2,119.9800033569336,59.9900016784668
19002,7582,957,1,299.9800109863281,299.9800109863281
19003,7582,365,1,59.9900016784668,59.9900016784668
19004,7582,957,1,299.9800109863281,299.9800109863281
19005,7583,365,1,59.9900016784668,59.9900016784668
19006,7583,191,1,99.98999786376953,99.98999786376953
19007,7583,957,1,299.9800109863281,299.9800109863281
19008,7584,1014,4,199.9199981689453,49.97999954223633
19009,7584,502,2,100.0,50.0
19010,7584,1004,1,399.9800109863281,399.9800109863281
19011,7584,835,4,127.95999908447266,31.989999771118164
19012,7585,403,1,129.99000549316406,129.99000549316406
19013,7586,1014,1,49.97999954223633,49.97999954223633
19014,7587,191,4,399.9599914550781,99.98999786376953
19015,7588,957,1,299.9800109863281,299.9800109863281
19016,7588,1073,1,199.99000549316406,199.99000549316406
19017,7590,278,5,224.9499969482422,44.9900016784668
19018,7591,502,2,100.0,50.0
19019,7593,365,4,239.9600067138672,59.9900016784668
19020,7595,1073,1,199.99000549316406,199.99000549316406
19021,7595,134,3,75.0,25.0
19022,7596,403,1,129.99000549316406,129.99000549316406
19023,7598,403,1,129.99000549316406,129.99000549316406
19024,7599,1004,1,399.9800109863281,399.9800109863281
19025,7599,1014,1,49.97999954223633,49.97999954223633
19026,7599,365,2,119.9800033569336,59.9900016784668
19027,7601,1073,1,199.99000549316406,199.99000549316406
19028,7602,502,3,150.0,50.0
19029,7603,403,1,129.99000549316406,129.99000549316406
19030,7603,403,1,129.99000549316406,129.99000549316406
19031,7603,502,4,200.0,50.0
19032,7603,502,1,50.0,50.0
19033,7605,804,5,99.94999694824219,19.989999771118164
19034,7605,1014,1,49.97999954223633,49.97999954223633
19035,7605,365,1,59.9900016784668,59.9900016784668
19036,7605,365,1,59.9900016784668,59.9900016784668
19037,7605,403,1,129.99000549316406,129.99000549316406
19038,7606,957,1,299.9800109863281,299.9800109863281
19039,7606,1004,1,399.9800109863281,399.9800109863281
19040,7607,1073,1,199.99000549316406,199.99000549316406
19041,7607,502,3,150.0,50.0
19042,7607,1014,2,99.95999908447266,49.97999954223633
19043,7608,627,1,39.9900016784668,39.9900016784668
19044,7609,957,1,299.9800109863281,299.9800109863281
19045,7609,403,1,129.99000549316406,129.99000549316406
19046,7609,1004,1,399.9800109863281,399.9800109863281
19047,7610,1014,5,249.89999389648438,49.97999954223633
19048,7610,403,1,129.99000549316406,129.99000549316406
19049,7610,567,4,100.0,25.0
19050,7611,1014,2,99.95999908447266,49.97999954223633
19051,7612,627,1,39.9900016784668,39.9900016784668
19052,7612,627,1,39.9900016784668,39.9900016784668
19053,7612,1073,1,199.99000549316406,199.99000549316406
19054,7613,365,3,179.97000122070312,59.9900016784668
19055,7613,1014,5,249.89999389648438,49.97999954223633
19056,7613,403,1,129.99000549316406,129.99000549316406
19057,7613,365,5,299.95001220703125,59.9900016784668
19058,7613,365,1,59.9900016784668,59.9900016784668
19059,7614,1014,4,199.9199981689453,49.97999954223633
19060,7614,502,5,250.0,50.0
19061,7614,502,5,250.0,50.0
19062,7614,627,4,159.9600067138672,39.9900016784668
19063,7614,1073,1,199.99000549316406,199.99000549316406
19064,7615,502,1,50.0,50.0
19065,7617,502,4,200.0,50.0
19066,7617,1073,1,199.99000549316406,199.99000549316406
19067,7617,502,5,250.0,50.0
19068,7617,1004,1,399.9800109863281,399.9800109863281
19069,7618,502,3,150.0,50.0
19070,7619,627,3,119.97000122070312,39.9900016784668
19071,7619,403,1,129.99000549316406,129.99000549316406
19072,7619,1073,1,199.99000549316406,199.99000549316406
19073,7620,502,5,250.0,50.0
19074,7620,365,3,179.97000122070312,59.9900016784668
19075,7621,502,2,100.0,50.0
19076,7621,1004,1,399.9800109863281,399.9800109863281
19077,7621,1073,1,199.99000549316406,199.99000549316406
19078,7621,191,5,499.95001220703125,99.98999786376953
19079,7622,191,5,499.95001220703125,99.98999786376953
19080,7622,1004,1,399.9800109863281,399.9800109863281
19081,7622,502,4,200.0,50.0
19082,7622,1073,1,199.99000549316406,199.99000549316406
