order_item_id,order_item_order_id,order_item_product_id,order_item_quantity,order_item_subtotal,order_item_product_price
21001,8411,627,1,39.9900016784668,39.9900016784668
21002,8411,1073,1,199.99000549316406,199.99000549316406
21003,8411,502,5,250.0,50.0
21004,8412,191,5,499.95001220703125,99.98999786376953
21005,8412,957,1,299.9800109863281,299.9800109863281
21006,8412,403,1,129.99000549316406,129.99000549316406
21007,8412,1014,1,49.97999954223633,49.97999954223633
21008,8412,365,5,299.95001220703125,59.9900016784668
21009,8413,1004,1,399.9800109863281,399.9800109863281
21010,8413,191,1,99.98999786376953,99.98999786376953
21011,8413,365,2,119.9800033569336,59.9900016784668
21012,8413,1073,1,199.99000549316406,199.99000549316406
21013,8414,191,5,499.95001220703125,99.98999786376953
21014,8415,1014,2,99.95999908447266,49.97999954223633
21015,8415,365,4,239.9600067138672,59.9900016784668
21016,8415,957,1,299.9800109863281,299.9800109863281
21017,8415,403,1,129.99000549316406,129.99000549316406
21018,8415,403,1,129.99000549316406,129.99000549316406
21019,8416,1073,1,199.99000549316406,199.99000549316406
21020,8416,572,4,159.9600067138672,39.9900016784668
21021,8416,365,5,299.95001220703125,59.9900016784668
21022,8416,191,2,199.97999572753906,99.98999786376953
21023,8418,957,1,299.9800109863281,299.9800109863281
21024,8419,957,1,299.9800109863281,299.9800109863281
21025,8419,957,1,299.9800109863281,299.9800109863281
21026,8419,365,3,179.97000122070312,59.9900016784668
21027,8420,627,2,79.9800033569336,39.9900016784668
21028,8421,957,1,299.9800109863281,299.9800109863281
21029,8421,1014,3,149.94000244140625,49.97999954223633
21030,8422,627,5,199.9499969482422,39.9900016784668
21031,8422,825,3,95.97000122070312,31.989999771118164
21032,8423,502,4,200.0,50.0
21033,8423,1004,1,399.9800109863281,399.9800109863281
21034,8423,502,1,50.0,50.0
21035,8424,403,1,129.99000549316406,129.99000549316406
21036,8424,502,3,150.0,50.0
21037,8424,1004,1,399.9800109863281,399.9800109863281
21038,8425,1004,1,399.9800109863281,399.9800109863281
21039,8425,502,4,200.0,50.0
21040,8425,365,1,59.9900016784668,59.9900016784668
21041,8425,502,5,250.0,50.0
21042,8426,1014,3,149.94000244140625,49.97999954223633
21043,8426,957,1,299.9800109863281,299.9800109863281
21044,8426,403,1,129.99000549316406,129.99000549316406
21045,8426,627,2,79.9800033569336,39.9900016784668
21046,8427,957,1,299.9800109863281,299.9800109863281
21047,8428,627,4,159.9600067138672,39.9900016784668
21048,8428,365,1,59.9900016784668,59.9900016784668
21049,8429,627,1,39.9900016784668,39.9900016784668
21050,8429,1014,1,49.97999954223633,49.97999954223633
21051,8429,365,2,119.9800033569336,59.9900016784668
21052,8430,775,3,29.969999313354492,9.989999771118164
21053,8430,502,2,100.0,50.0
21054,8430,191,2,199.97999572753906,99.98999786376953
21055,8430,957,1,299.9800109863281,299.9800109863281
21056,8430,365,4,239.9600067138672,59.9900016784668
21057,8432,191,4,399.9599914550781,99.98999786376953
21058,8433,1073,1,199.99000549316406,199.99000549316406
21059,8433,957,1,299.9800109863281,299.9800109863281
21060,8433,403,1,129.99000549316406,129.99000549316406
21061,8433,1004,1,399.9800109863281,399.9800109863281
21062,8433,957,1,299.9800109863281,299.9800109863281
21063,8434,1073,1,199.99000549316406,199.99000549316406
21064,8435,365,1,59.9900016784668,59.9900016784668
21065,8435,365,5,299.95001220703125,59.9900016784668
21066,8435,191,1,99.98999786376953,99.98999786376953
21067,8436,502,2,100.0,50.0
21068,8438,1004,1,399.9800109863281,399.9800109863281
21069,8438,502,4,200.0,50.0
21070,8438,1073,1,199.99000549316406,199.99000549316406
21071,8439,957,1,299.9800109863281,299.9800109863281
21072,8439,1073,1,199.99000549316406,199.99000549316406
21073,8440,365,4,239.9600067138672,59.9900016784668
21074,8440,1014,5,249.89999389648438,49.97999954223633
21075,8440,191,1,99.98999786376953,99.98999786376953
21076,8441,44,2,119.9800033569336,59.9900016784668
21077,8442,365,5,299.95001220703125,59.9900016784668
21078,8443,1073,1,199.99000549316406,199.99000549316406
21079,8443,135,4,88.0,22.0
21080,8443,365,2,119.9800033569336,59.9900016784668
21081,8443,403,1,129.99000549316406,129.99000549316406
21082,8444,365,5,299.95001220703125,59.9900016784668
21083,8444,775,3,29.969999313354492,9.989999771118164
21084,8444,1014,3,149.94000244140625,49.97999954223633
21085,8444,191,3,299.9700012207031,99.98999786376953
21086,8445,957,1,299.9800109863281,299.9800109863281
21087,8445,1014,5,249.89999389648438,49.97999954223633
21088,8446,1073,1,199.99000549316406,199.99000549316406
21089,8446,502,2,100.0,50.0
21090,8447,403,1,129.99000549316406,129.99000549316406
21091,8447,627,2,79.9800033569336,39.9900016784668
21092,8447,191,1,99.98999786376953,99.98999786376953
21093,8447,93,5,124.94999694824219,24.989999771118164
21094,8447,1004,1,399.9800109863281,399.9800109863281
21095,8450,627,3,119.97000122070312,39.9900016784668
21096,8450,565,4,280.0,70.0
21097,8450,502,4,200.0,50.0
21098,8453,403,1,129.99000549316406,129.99000549316406
21099,8453,1004,1,399.9800109863281,399.9800109863281
21100,8454,1004,1,399.9800109863281,399.9800109863281
21101,8454,191,3,299.9700012207031,99.98999786376953
21102,8454,502,2,100.0,50.0
21103,8454,502,4,200.0,50.0
21104,8454,627,1,39.9900016784668,39.9900016784668
21105,8455,957,1,299.9800109863281,299.9800109863281
21106,8455,365,1,59.9900016784668,59.9900016784668
21107,8455,191,1,99.98999786376953,99.98999786376953
21108,8455,191,1,99.98999786376953,99.98999786376953
21109,8456,191,2,199.97999572753906,99.98999786376953
21110,8456,191,4,399.9599914550781,99.98999786376953
21111,8456,957,1,299.9800109863281,299.9800109863281
21112,8457,564,1,30.0,30.0
21113,8457,191,2,199.97999572753906,99.98999786376953
21114,8457,957,1,299.9800109863281,299.9800109863281
21115,8458,1014,5,249.89999389648438,49.97999954223633
21116,8458,1073,1,199.99000549316406,199.99000549316406
21117,8458,1014,4,199.9199981689453,49.97999954223633
21118,8458,627,4,159.9600067138672,39.9900016784668
21119,8459,502,5,250.0,50.0
21120,8459,957,1,299.9800109863281,299.9800109863281
21121,8459,365,5,299.95001220703125,59.9900016784668
21122,8461,403,1,129.99000549316406,129.99000549316406
21123,8463,1004,1,399.9800109863281,399.9800109863281
21124,8464,365,4,239.9600067138672,59.9900016784668
21125,8464,957,1,299.9800109863281,299.9800109863281
21126,8464,1014,3,149.94000244140625,49.97999954223633
21127,8465,365,4,239.9600067138672,59.9900016784668
21128,8465,822,4,191.9600067138672,47.9900016784668
21129,8465,1073,1,199.99000549316406,199.99000549316406
21130,8466,1073,1,199.99000549316406,199.99000549316406
21131,8466,1004,1,399.9800109863281,399.9800109863281
21132,8466,1014,4,199.9199981689453,49.97999954223633
21133,8466,804,3,59.970001220703125,19.989999771118164
21134,8466,627,4,159.9600067138672,39.9900016784668
21135,8467,502,2,100.0,50.0
21136,8468,1073,1,199.99000549316406,199.99000549316406
21137,8468,572,2,79.9800033569336,39.9900016784668
21138,8468,403,1,129.99000549316406,129.99000549316406
21139,8468,1014,4,199.9199981689453,49.97999954223633
21140,8469,957,1,299.9800109863281,299.9800109863281
21141,8469,365,3,179.97000122070312,59.9900016784668
21142,8469,403,1,129.99000549316406,129.99000549316406
21143,8470,1073,1,199.99000549316406,199.99000549316406
21144,8470,627,2,79.9800033569336,39.9900016784668
21145,8470,825,2,63.97999954223633,31.989999771118164
21146,8470,365,5,299.95001220703125,59.9900016784668
21147,8470,1004,1,399.9800109863281,399.9800109863281
21148,8471,502,4,200.0,50.0
21149,8472,273,4,111.95999908447266,27.989999771118164
21150,8473,191,4,399.9599914550781,99.98999786376953
21151,8473,365,1,59.9900016784668,59.9900016784668
21152,8474,365,1,59.9900016784668,59.9900016784668
21153,8474,365,3,179.97000122070312,59.9900016784668
21154,8474,957,1,299.9800109863281,299.9800109863281
21155,8474,365,1,59.9900016784668,59.9900016784668
21156,8474,957,1,299.9800109863281,299.9800109863281
21157,8475,403,1,129.99000549316406,129.99000549316406
21158,8475,403,1,129.99000549316406,129.99000549316406
21159,8475,957,1,299.9800109863281,299.9800109863281
21160,8477,191,5,499.95001220703125,99.98999786376953
21161,8477,191,4,399.9599914550781,99.98999786376953
21162,8477,502,2,100.0,50.0
21163,8477,403,1,129.99000549316406,129.99000549316406
21164,8478,191,5,499.95001220703125,99.98999786376953
21165,8478,403,1,129.99000549316406,129.99000549316406
21166,8478,1073,1,199.99000549316406,199.99000549316406
21167,8478,1014,1,49.97999954223633,49.97999954223633
21168,8478,403,1,129.99000549316406,129.99000549316406
21169,8479,191,3,299.9700012207031,99.98999786376953
21170,8479,627,2,79.9800033569336,39.9900016784668
21171,8479,627,4,159.9600067138672,39.9900016784668
21172,8479,191,1,99.98999786376953,99.98999786376953
21173,8480,365,1,59.9900016784668,59.9900016784668
21174,8480,1004,1,399.9800109863281,399.9800109863281
21175,8480,1073,1,199.99000549316406,199.99000549316406
21176,8482,818,1,47.9900016784668,47.9900016784668
21177,8482,1073,1,199.99000549316406,199.99000549316406
21178,8483,403,1,129.99000549316406,129.99000549316406
21179,8483,502,2,100.0,50.0
21180,8483,1073,1,199.99000549316406,199.99000549316406
21181,8483,365,3,179.97000122070312,59.9900016784668
21182,8484,1014,5,249.89999389648438,49.97999954223633
21183,8484,1073,1,199.99000549316406,199.99000549316406
21184,8484,365,2,119.9800033569336,59.9900016784668
21185,8485,403,1,129.99000549316406,129.99000549316406
21186,8485,191,1,99.98999786376953,99.98999786376953
21187,8487,191,5,499.95001220703125,99.98999786376953
21188,8487,502,5,250.0,50.0
21189,8487,564,2,60.0,30.0
21190,8488,1004,1,399.9800109863281,399.9800109863281
21191,8488,365,4,239.9600067138672,59.9900016784668
21192,8488,191,4,399.9599914550781,99.98999786376953
21193,8488,627,1,39.9900016784668,39.9900016784668
21194,8489,502,5,250.0,50.0
21195,8489,1004,1,399.9800109863281,399.9800109863281
21196,8489,365,1,59.9900016784668,59.9900016784668
21197,8489,365,3,179.97000122070312,59.9900016784668
21198,8490,365,5,299.95001220703125,59.9900016784668
21199,8490,403,1,129.99000549316406,129.99000549316406
21200,8490,191,2,199.97999572753906,99.98999786376953
21201,8490,627,3,119.97000122070312,39.9900016784668
21202,8491,365,2,119.9800033569336,59.9900016784668
21203,8491,1073,1,199.99000549316406,199.99000549316406
21204,8491,728,1,65.0,65.0
21205,8491,1073,1,199.99000549316406,199.99000549316406
21206,8492,502,3,150.0,50.0
21207,8493,905,5,124.94999694824219,24.989999771118164
21208,8493,502,2,100.0,50.0
21209,8493,1004,1,399.9800109863281,399.9800109863281
21210,8495,502,4,200.0,50.0
21211,8495,134,3,75.0,25.0
21212,8495,1004,1,399.9800109863281,399.9800109863281
21213,8496,957,1,299.9800109863281,299.9800109863281
21214,8496,1073,1,199.99000549316406,199.99000549316406
21215,8496,1004,1,399.9800109863281,399.9800109863281
21216,8497,1014,4,199.9199981689453,49.97999954223633
21217,8497,1014,3,149.94000244140625,49.97999954223633
21218,8497,1014,5,249.89999389648438,49.97999954223633
21219,8497,502,5,250.0,50.0
21220,8498,1014,3,149.94000244140625,49.97999954223633
21221,8498,825,4,127.95999908447266,31.989999771118164
21222,8498,1014,4,199.9199981689453,49.97999954223633
21223,8498,403,1,129.99000549316406,129.99000549316406
21224,8499,627,5,199.9499969482422,39.9900016784668
21225,8499,191,5,499.95001220703125,99.98999786376953
21226,8499,627,3,119.97000122070312,39.9900016784668
21227,8499,823,3,155.97000122070312,51.9900016784668
21228,8502,191,2,199.97999572753906,99.98999786376953
21229,8502,627,1,39.9900016784668,39.9900016784668
21230,8502,365,2,119.9800033569336,59.9900016784668
21231,8502,1004,1,399.9800109863281,399.9800109863281
21232,8503,957,1,299.9800109863281,299.9800109863281
21233,8503,403,1,129.99000549316406,129.99000549316406
21234,8503,403,1,129.99000549316406,129.99000549316406
21235,8504,1073,1,199.99000549316406,199.99000549316406
21236,8504,703,3,59.970001220703125,19.989999771118164
21237,8505,1004,1,399.9800109863281,399.9800109863281
21238,8505,1004,1,399.9800109863281,399.9800109863281
21239,8506,502,4,200.0,50.0
21240,8506,365,3,179.97000122070312,59.9900016784668
21241,8507,627,2,79.9800033569336,39.9900016784668
21242,8507,403,1,129.99000549316406,129.99000549316406
21243,8508,1073,1,199.99000549316406,199.99000549316406
21244,8508,1073,1,199.99000549316406,199.99000549316406
21245,8508,627,2,79.9800033569336,39.9900016784668
21246,8509,403,1,129.99000549316406,129.99000549316406
21247,8511,1004,1,399.9800109863281,399.9800109863281
21248,8511,502,3,150.0,50.0
21249,8511,1073,1,199.99000549316406,199.99000549316406
21250,8512,627,5,199.9499969482422,39.9900016784668
21251,8512,191,4,399.9599914550781,99.98999786376953
21252,8512,1073,1,199.99000549316406,199.99000549316406
21253,8513,403,1,129.99000549316406,129.99000549316406
21254,8515,365,1,59.9900016784668,59.9900016784668
21255,8516,1014,1,49.97999954223633,49.97999954223633
21256,8516,365,2,119.9800033569336,59.9900016784668
21257,8517,627,3,119.97000122070312,39.9900016784668
21258,8517,1014,2,99.95999908447266,49.97999954223633
21259,8518,191,4,399.9599914550781,99.98999786376953
21260,8518,957,1,299.9800109863281,299.9800109863281
21261,8518,1004,1,399.9800109863281,399.9800109863281
21262,8519,1014,3,149.94000244140625,49.97999954223633
21263,8519,1004,1,399.9800109863281,399.9800109863281
21264,8519,957,1,299.9800109863281,299.9800109863281
21265,8519,1073,1,199.99000549316406,199.99000549316406
21266,8519,403,1,129.99000549316406,129.99000549316406
21267,8520,957,1,299.9800109863281,299.9800109863281
21268,8521,403,1,129.99000549316406,129.99000549316406
21269,8521,191,3,299.9700012207031,99.98999786376953
21270,8521,93,1,24.989999771118164,24.989999771118164
21271,8522,502,3,150.0,50.0
21272,8524,1073,1,199.99000549316406,199.99000549316406
21273,8524,403,1,129.99000549316406,129.99000549316406
21274,8524,821,1,51.9900016784668,51.9900016784668
21275,8525,502,2,100.0,50.0
21276,8525,365,2,119.9800033569336,59.9900016784668
21277,8525,403,1,129.99000549316406,129.99000549316406
21278,8526,627,1,39.9900016784668,39.9900016784668
21279,8526,1014,3,149.94000244140625,49.97999954223633
21280,8526,771,4,159.9600067138672,39.9900016784668
21281,8526,957,1,299.9800109863281,299.9800109863281
21282,8526,403,1,129.99000549316406,129.99000549316406
21283,8527,1004,1,399.9800109863281,399.9800109863281
21284,8527,37,5,174.9499969482422,34.9900016784668
21285,8527,502,3,150.0,50.0
21286,8531,365,4,239.9600067138672,59.9900016784668
21287,8531,897,3,74.97000122070312,24.989999771118164
21288,8531,403,1,129.99000549316406,129.99000549316406
21289,8531,1014,1,49.97999954223633,49.97999954223633
21290,8531,191,3,299.9700012207031,99.98999786376953
21291,8532,567,5,125.0,25.0
21292,8532,906,4,99.95999908447266,24.989999771118164
21293,8532,403,1,129.99000549316406,129.99000549316406
21294,8532,1014,3,149.94000244140625,49.97999954223633
21295,8532,1073,1,199.99000549316406,199.99000549316406
21296,8534,191,5,499.95001220703125,99.98999786376953
21297,8534,1073,1,199.99000549316406,199.99000549316406
21298,8534,1014,3,149.94000244140625,49.97999954223633
21299,8534,365,2,119.9800033569336,59.9900016784668
21300,8535,1014,5,249.89999389648438,49.97999954223633
21301,8535,502,3,150.0,50.0
21302,8536,1014,5,249.89999389648438,49.97999954223633
21303,8536,365,3,179.97000122070312,59.9900016784668
21304,8536,1004,1,399.9800109863281,399.9800109863281
21305,8539,1014,2,99.95999908447266,49.97999954223633
21306,8539,502,3,150.0,50.0
21307,8539,957,1,299.9800109863281,299.9800109863281
21308,8539,1073,1,199.99000549316406,199.99000549316406
21309,8540,403,1,129.99000549316406,129.99000549316406
21310,8541,403,1,129.99000549316406,129.99000549316406
21311,8541,1004,1,399.9800109863281,399.9800109863281
21312,8541,926,4,63.959999084472656,15.989999771118164
21313,8541,1014,3,149.94000244140625,49.97999954223633
21314,8542,365,3,179.97000122070312,59.9900016784668
21315,8543,278,4,179.9600067138672,44.9900016784668
21316,8543,1073,1,199.99000549316406,199.99000549316406
21317,8544,365,5,299.95001220703125,59.9900016784668
21318,8544,810,1,19.989999771118164,19.989999771118164
21319,8544,627,2,79.9800033569336,39.9900016784668
21320,8545,1014,5,249.89999389648438,49.97999954223633
21321,8545,957,1,299.9800109863281,299.9800109863281
21322,8545,191,5,499.95001220703125,99.98999786376953
21323,8545,1014,3,149.94000244140625,49.97999954223633
21324,8546,627,3,119.97000122070312,39.9900016784668
21325,8546,403,1,129.99000549316406,129.99000549316406
21326,8546,365,3,179.97000122070312,59.9900016784668
21327,8547,957,1,299.9800109863281,299.9800109863281
21328,8547,627,1,39.9900016784668,39.9900016784668
21329,8548,1014,3,149.94000244140625,49.97999954223633
21330,8548,191,2,199.97999572753906,99.98999786376953
21331,8549,502,3,150.0,50.0
21332,8550,627,1,39.9900016784668,39.9900016784668
21333,8550,403,1,129.99000549316406,129.99000549316406
21334,8550,1014,3,149.94000244140625,49.97999954223633
21335,8550,1014,5,249.89999389648438,49.97999954223633
21336,8552,1073,1,199.99000549316406,199.99000549316406
21337,8552,957,1,299.9800109863281,299.9800109863281
21338,8552,403,1,129.99000549316406,129.99000549316406
21339,8552,403,1,129.99000549316406,129.99000549316406
21340,8554,37,1,34.9900016784668,34.9900016784668
21341,8554,502,1,50.0,50.0
21342,8555,191,3,299.9700012207031,99.98999786376953
21343,8555,797,5,89.94999694824219,17.989999771118164
21344,8555,957,1,299.9800109863281,299.9800109863281
21345,8556,273,1,27.989999771118164,27.989999771118164
21346,8557,191,5,499.95001220703125,99.98999786376953
21347,8557,502,5,250.0,50.0
21348,8557,771,4,159.9600067138672,39.9900016784668
21349,8557,957,1,299.9800109863281,299.9800109863281
21350,8557,403,1,129.99000549316406,129.99000549316406
21351,8558,1014,5,249.89999389648438,49.97999954223633
21352,8558,1014,1,49.97999954223633,49.97999954223633
21353,8558,365,1,59.9900016784668,59.9900016784668
21354,8558,627,3,119.97000122070312,39.9900016784668
21355,8558,502,3,150.0,50.0
21356,8559,403,1,129.99000549316406,129.99000549316406
21357,8559,778,3,74.97000122070312,24.989999771118164
21358,8559,365,2,119.9800033569336,59.9900016784668
21359,8560,403,1,129.99000549316406,129.99000549316406
21360,8560,1014,1,49.97999954223633,49.97999954223633
21361,8560,191,1,99.98999786376953,99.98999786376953
21362,8560,1014,3,149.94000244140625,49.97999954223633
21363,8562,502,2,100.0,50.0
21364,8562,365,4,239.9600067138672,59.9900016784668
21365,8563,627,3,119.97000122070312,39.9900016784668
21366,8563,957,1,299.9800109863281,299.9800109863281
21367,8563,1073,1,199.99000549316406,199.99000549316406
21368,8563,1073,1,199.99000549316406,199.99000549316406
21369,8564,627,2,79.9800033569336,39.9900016784668
21370,8565,273,1,27.989999771118164,27.989999771118164
21371,8565,1004,1,399.9800109863281,399.9800109863281
21372,8566,403,1,129.99000549316406,129.99000549316406
21373,8566,957,1,299.9800109863281,299.9800109863281
21374,8566,1004,1,399.9800109863281,399.9800109863281
