order_item_id,order_item_order_id,order_item_product_id,order_item_quantity,order_item_subtotal,order_item_product_price
76001,30402,403,1,129.99000549316406,129.99000549316406
76002,30402,1004,1,399.9800109863281,399.9800109863281
76003,30402,403,1,129.99000549316406,129.99000549316406
76004,30402,403,1,129.99000549316406,129.99000549316406
76005,30404,172,3,90.0,30.0
76006,30404,403,1,129.99000549316406,129.99000549316406
76007,30405,1014,2,99.95999908447266,49.97999954223633
76008,30405,627,4,159.9600067138672,39.9900016784668
76009,30405,1004,1,399.9800109863281,399.9800109863281
76010,30405,1014,2,99.95999908447266,49.97999954223633
76011,30406,1073,1,199.99000549316406,199.99000549316406
76012,30406,1014,3,149.94000244140625,49.97999954223633
76013,30406,365,2,119.9800033569336,59.9900016784668
76014,30406,1014,1,49.97999954223633,49.97999954223633
76015,30409,365,1,59.9900016784668,59.9900016784668
76016,30410,1014,1,49.97999954223633,49.97999954223633
76017,30410,1073,1,199.99000549316406,199.99000549316406
76018,30411,1004,1,399.9800109863281,399.9800109863281
76019,30411,365,3,179.97000122070312,59.9900016784668
76020,30411,1073,1,199.99000549316406,199.99000549316406
76021,30412,502,3,150.0,50.0
76022,30412,1014,2,99.95999908447266,49.97999954223633
76023,30412,273,5,139.9499969482422,27.989999771118164
76024,30412,1073,1,199.99000549316406,199.99000549316406
76025,30412,1004,1,399.9800109863281,399.9800109863281
76026,30413,957,1,299.9800109863281,299.9800109863281
76027,30413,403,1,129.99000549316406,129.99000549316406
76028,30413,191,5,499.95001220703125,99.98999786376953
76029,30413,1004,1,399.9800109863281,399.9800109863281
76030,30413,276,5,159.9499969482422,31.989999771118164
76031,30414,957,1,299.9800109863281,299.9800109863281
76032,30414,957,1,299.9800109863281,299.9800109863281
76033,30414,1004,1,399.9800109863281,399.9800109863281
76034,30414,365,3,179.97000122070312,59.9900016784668
76035,30414,564,2,60.0,30.0
76036,30415,1004,1,399.9800109863281,399.9800109863281
76037,30416,403,1,129.99000549316406,129.99000549316406
76038,30416,191,1,99.98999786376953,99.98999786376953
76039,30416,1014,1,49.97999954223633,49.97999954223633
76040,30416,957,1,299.9800109863281,299.9800109863281
76041,30416,403,1,129.99000549316406,129.99000549316406
76042,30417,365,3,179.97000122070312,59.9900016784668
76043,30417,403,1,129.99000549316406,129.99000549316406
76044,30417,403,1,129.99000549316406,129.99000549316406
76045,30417,1004,1,399.9800109863281,399.9800109863281
76046,30418,403,1,129.99000549316406,129.99000549316406
76047,30418,1073,1,199.99000549316406,199.99000549316406
76048,30419,403,1,129.99000549316406,129.99000549316406
76049,30419,191,1,99.98999786376953,99.98999786376953
76050,30420,957,1,299.9800109863281,299.9800109863281
76051,30420,627,3,119.97000122070312,39.9900016784668
76052,30420,403,1,129.99000549316406,129.99000549316406
76053,30421,365,3,179.97000122070312,59.9900016784668
76054,30421,191,3,299.9700012207031,99.98999786376953
76055,30421,191,4,399.9599914550781,99.98999786376953
76056,30421,1073,1,199.99000549316406,199.99000549316406
76057,30421,1004,1,399.9800109863281,399.9800109863281
76058,30423,818,4,191.9600067138672,47.9900016784668
