order_id,order_date,order_customer_id,order_status
38447,2014-03-18 00:00:00.0,11242,PENDING_PAYMENT
38453,2014-03-18 00:00:00.0,1862,COMPLETE
38455,2014-03-18 00:00:00.0,12366,PENDING_PAYMENT
38456,2014-03-18 00:00:00.0,7637,CANCELED
38458,2014-03-19 00:00:00.0,6291,CANCELED
38461,2014-03-19 00:00:00.0,6838,COMPLETE
38466,2014-03-19 00:00:00.0,8478,COMPLETE
38467,2014-03-19 00:00:00.0,2876,PENDING
38475,2014-03-19 00:00:00.0,7753,PENDING_PAYMENT
38479,2014-03-19 00:00:00.0,9186,PENDING_PAYMENT
38480,2014-03-19 00:00:00.0,863,PENDING
38485,2014-03-19 00:00:00.0,7154,COMPLETE
38487,2014-03-19 00:00:00.0,568,CLOSED
38489,2014-03-19 00:00:00.0,4265,PROCESSING
38492,2014-03-19 00:00:00.0,702,COMPLETE
38493,2014-03-19 00:00:00.0,8716,PROCESSING
38496,2014-03-19 00:00:00.0,765,ON_HOLD
38501,2014-03-19 00:00:00.0,5417,SUSPECTED_FRAUD
38502,2014-03-19 00:00:00.0,9567,PENDING_PAYMENT
38504,2014-03-19 00:00:00.0,4594,COMPLETE
38505,2014-03-19 00:00:00.0,503,PENDING_PAYMENT
38507,2014-03-19 00:00:00.0,10112,COMPLETE
38510,2014-03-19 00:00:00.0,7547,COMPLETE
38511,2014-03-19 00:00:00.0,12119,PENDING_PAYMENT
38518,2014-03-19 00:00:00.0,5929,COMPLETE
38519,2014-03-19 00:00:00.0,841,COMPLETE
38520,2014-03-19 00:00:00.0,9502,COMPLETE
38523,2014-03-19 00:00:00.0,3710,COMPLETE
38525,2014-03-19 00:00:00.0,2809,PENDING
38529,2014-03-19 00:00:00.0,7794,COMPLETE
38530,2014-03-19 00:00:00.0,871,SUSPECTED_FRAUD
38540,2014-03-19 00:00:00.0,11872,PENDING_PAYMENT
38541,2014-03-19 00:00:00.0,11566,PROCESSING
38546,2014-03-19 00:00:00.0,10370,PROCESSING
38551,2014-03-20 00:00:00.0,10836,PROCESSING
38554,2014-03-20 00:00:00.0,6421,PENDING_PAYMENT
38556,2014-03-20 00:00:00.0,10263,CLOSED
38558,2014-03-20 00:00:00.0,3035,PENDING_PAYMENT
38562,2014-03-20 00:00:00.0,12146,COMPLETE
38563,2014-03-20 00:00:00.0,4522,ON_HOLD
38564,2014-03-20 00:00:00.0,1657,COMPLETE
38568,2014-03-20 00:00:00.0,9274,PENDING_PAYMENT
38569,2014-03-20 00:00:00.0,11666,COMPLETE
38574,2014-03-20 00:00:00.0,7312,PENDING_PAYMENT
38576,2014-03-20 00:00:00.0,10923,PROCESSING
38577,2014-03-20 00:00:00.0,10340,CLOSED
38579,2014-03-20 00:00:00.0,859,COMPLETE
38580,2014-03-20 00:00:00.0,391,COMPLETE
38582,2014-03-20 00:00:00.0,2879,PENDING_PAYMENT
38584,2014-03-20 00:00:00.0,1033,PENDING_PAYMENT
38585,2014-03-20 00:00:00.0,3680,COMPLETE
38589,2014-03-20 00:00:00.0,11973,PENDING_PAYMENT
38594,2014-03-20 00:00:00.0,12233,COMPLETE
38595,2014-03-20 00:00:00.0,4501,PENDING
38601,2014-03-20 00:00:00.0,10656,COMPLETE
38602,2014-03-20 00:00:00.0,1654,PENDING_PAYMENT
38609,2014-03-20 00:00:00.0,6348,PROCESSING
38610,2014-03-20 00:00:00.0,11026,COMPLETE
38612,2014-03-20 00:00:00.0,4198,PROCESSING
38614,2014-03-20 00:00:00.0,7960,COMPLETE
38620,2014-03-20 00:00:00.0,10551,COMPLETE
38625,2014-03-20 00:00:00.0,9873,PROCESSING
38627,2014-03-20 00:00:00.0,8611,COMPLETE
38631,2014-03-20 00:00:00.0,9293,PENDING
38632,2014-03-20 00:00:00.0,893,PROCESSING
38634,2014-03-20 00:00:00.0,6105,CLOSED
38636,2014-03-20 00:00:00.0,3058,PENDING_PAYMENT
