order_id,order_date,order_customer_id,order_status
6028,2013-08-31 00:00:00.0,9190,COMPLETE
6029,2013-08-31 00:00:00.0,537,PROCESSING
6030,2013-08-31 00:00:00.0,1675,PENDING
6035,2013-08-31 00:00:00.0,8314,COMPLETE
6036,2013-08-31 00:00:00.0,1733,PAYMENT_REVIEW
6037,2013-08-31 00:00:00.0,4069,CLOSED
6045,2013-08-31 00:00:00.0,10633,PENDING_PAYMENT
6046,2013-08-31 00:00:00.0,9404,CLOSED
6050,2013-08-31 00:00:00.0,2530,CLOSED
6053,2013-08-31 00:00:00.0,9107,PENDING_PAYMENT
6054,2013-08-31 00:00:00.0,7096,COMPLETE
6056,2013-08-31 00:00:00.0,914,PENDING
6057,2013-09-01 00:00:00.0,437,ON_HOLD
6059,2013-09-01 00:00:00.0,11516,COMPLETE
6060,2013-09-01 00:00:00.0,8095,PROCESSING
6062,2013-09-01 00:00:00.0,1515,PENDING_PAYMENT
6064,2013-09-01 00:00:00.0,10133,PENDING_PAYMENT
6065,2013-09-01 00:00:00.0,2114,COMPLETE
6067,2013-09-01 00:00:00.0,11274,CANCELED
6070,2013-09-01 00:00:00.0,10211,PENDING_PAYMENT
6073,2013-09-01 00:00:00.0,11129,ON_HOLD
6076,2013-09-01 00:00:00.0,7838,COMPLETE
6079,2013-09-01 00:00:00.0,10042,PENDING_PAYMENT
6081,2013-09-01 00:00:00.0,6916,PROCESSING
6082,2013-09-01 00:00:00.0,5712,PENDING
6083,2013-09-01 00:00:00.0,601,COMPLETE
6086,2013-09-01 00:00:00.0,1565,COMPLETE
6089,2013-09-01 00:00:00.0,11418,COMPLETE
6091,2013-09-01 00:00:00.0,8511,COMPLETE
6094,2013-09-01 00:00:00.0,12187,COMPLETE
6099,2013-09-01 00:00:00.0,2552,PENDING_PAYMENT
6100,2013-09-01 00:00:00.0,8522,COMPLETE
6102,2013-09-01 00:00:00.0,1048,COMPLETE
6112,2013-09-01 00:00:00.0,8370,SUSPECTED_FRAUD
6114,2013-09-01 00:00:00.0,247,ON_HOLD
6115,2013-09-01 00:00:00.0,5999,PENDING
6116,2013-09-01 00:00:00.0,2546,COMPLETE
6117,2013-09-01 00:00:00.0,6670,PENDING_PAYMENT
6123,2013-09-01 00:00:00.0,689,PENDING_PAYMENT
6124,2013-09-01 00:00:00.0,7776,COMPLETE
6127,2013-09-01 00:00:00.0,8415,COMPLETE
6130,2013-09-01 00:00:00.0,7592,COMPLETE
6131,2013-09-01 00:00:00.0,1293,PENDING_PAYMENT
6133,2013-09-01 00:00:00.0,3900,PENDING_PAYMENT
6138,2013-09-01 00:00:00.0,5409,COMPLETE
6140,2013-09-01 00:00:00.0,5244,PROCESSING
6141,2013-09-01 00:00:00.0,8960,PENDING_PAYMENT
6145,2013-09-02 00:00:00.0,296,CLOSED
6148,2013-09-02 00:00:00.0,4645,COMPLETE
6150,2013-09-02 00:00:00.0,7449,COMPLETE
6153,2013-09-02 00:00:00.0,8148,COMPLETE
6156,2013-09-02 00:00:00.0,10316,COMPLETE
6158,2013-09-02 00:00:00.0,2750,PENDING_PAYMENT
6162,2013-09-02 00:00:00.0,679,CLOSED
6165,2013-09-02 00:00:00.0,4637,PENDING
6167,2013-09-02 00:00:00.0,1788,COMPLETE
6170,2013-09-02 00:00:00.0,7278,COMPLETE
6172,2013-09-02 00:00:00.0,11234,ON_HOLD
6173,2013-09-02 00:00:00.0,6402,COMPLETE
6180,2013-09-02 00:00:00.0,8688,CANCELED
6181,2013-09-02 00:00:00.0,5841,ON_HOLD
6193,2013-09-02 00:00:00.0,8934,COMPLETE
6194,2013-09-02 00:00:00.0,1127,COMPLETE
6196,2013-09-02 00:00:00.0,1240,PENDING
6197,2013-09-02 00:00:00.0,4329,PENDING_PAYMENT
6201,2013-09-02 00:00:00.0,7387,COMPLETE
6206,2013-09-02 00:00:00.0,8211,ON_HOLD
6208,2013-09-02 00:00:00.0,4072,PROCESSING
6209,2013-09-02 00:00:00.0,6514,COMPLETE
6221,2013-09-02 00:00:00.0,6373,PENDING
6222,2013-09-02 00:00:00.0,5967,COMPLETE
6226,2013-09-02 00:00:00.0,9712,COMPLETE
6229,2013-09-02 00:00:00.0,834,PENDING
6230,2013-09-02 00:00:00.0,12363,CLOSED
6236,2013-09-02 00:00:00.0,10427,PROCESSING
6237,2013-09-02 00:00:00.0,4774,COMPLETE
6240,2013-09-02 00:00:00.0,9363,ON_HOLD
6242,2013-09-02 00:00:00.0,11922,COMPLETE
6243,2013-09-02 00:00:00.0,8916,CLOSED
6247,2013-09-02 00:00:00.0,93,COMPLETE
6249,2013-09-02 00:00:00.0,1258,COMPLETE
6257,2013-09-02 00:00:00.0,7123,ON_HOLD
6260,2013-09-02 00:00:00.0,9628,CLOSED
6262,2013-09-02 00:00:00.0,3330,COMPLETE
6266,2013-09-02 00:00:00.0,1379,PENDING
6268,2013-09-02 00:00:00.0,5853,PENDING_PAYMENT
6269,2013-09-02 00:00:00.0,1835,PENDING_PAYMENT
6273,2013-09-02 00:00:00.0,6307,PENDING_PAYMENT
6276,2013-09-02 00:00:00.0,4831,CLOSED
6280,2013-09-02 00:00:00.0,9186,CLOSED
6281,2013-09-02 00:00:00.0,2303,COMPLETE
6284,2013-09-02 00:00:00.0,12011,COMPLETE
6290,2013-09-02 00:00:00.0,2046,CLOSED
6291,2013-09-02 00:00:00.0,10831,PENDING_PAYMENT
6293,2013-09-02 00:00:00.0,3890,ON_HOLD
6303,2013-09-02 00:00:00.0,1650,COMPLETE
6305,2013-09-02 00:00:00.0,8040,COMPLETE
6311,2013-09-02 00:00:00.0,5911,SUSPECTED_FRAUD
6314,2013-09-02 00:00:00.0,3942,COMPLETE
6316,2013-09-02 00:00:00.0,12424,CLOSED
6317,2013-09-02 00:00:00.0,8171,COMPLETE
6318,2013-09-02 00:00:00.0,6892,COMPLETE
6326,2013-09-03 00:00:00.0,6636,PENDING_PAYMENT
6327,2013-09-03 00:00:00.0,10074,CLOSED
6329,2013-09-03 00:00:00.0,11798,SUSPECTED_FRAUD
6330,2013-09-03 00:00:00.0,7925,PROCESSING
6335,2013-09-03 00:00:00.0,11719,PENDING
6341,2013-09-03 00:00:00.0,2541,PENDING_PAYMENT
