order_id,order_date,order_customer_id,order_status
53766,2014-06-28 00:00:00.0,10135,COMPLETE
53767,2014-06-28 00:00:00.0,5728,PENDING_PAYMENT
53769,2014-06-28 00:00:00.0,10792,PENDING
53775,2014-06-28 00:00:00.0,586,CLOSED
53779,2014-06-28 00:00:00.0,5207,PENDING_PAYMENT
53783,2014-06-28 00:00:00.0,4219,ON_HOLD
53790,2014-06-28 00:00:00.0,595,PENDING
53791,2014-06-29 00:00:00.0,11935,COMPLETE
53793,2014-06-29 00:00:00.0,1011,PAYMENT_REVIEW
53796,2014-06-29 00:00:00.0,9115,PROCESSING
53801,2014-06-29 00:00:00.0,2241,PENDING
53803,2014-06-29 00:00:00.0,5352,PENDING_PAYMENT
53806,2014-06-29 00:00:00.0,3578,CLOSED
53811,2014-06-29 00:00:00.0,2675,PENDING_PAYMENT
53812,2014-06-29 00:00:00.0,3748,PAYMENT_REVIEW
53814,2014-06-29 00:00:00.0,2148,PROCESSING
53815,2014-06-29 00:00:00.0,6383,ON_HOLD
53817,2014-06-29 00:00:00.0,8984,PENDING
53818,2014-06-29 00:00:00.0,11102,PAYMENT_REVIEW
53819,2014-06-29 00:00:00.0,11289,PENDING_PAYMENT
53821,2014-06-29 00:00:00.0,9606,COMPLETE
53824,2014-06-29 00:00:00.0,3912,PENDING_PAYMENT
53825,2014-06-29 00:00:00.0,7479,PENDING_PAYMENT
53827,2014-06-29 00:00:00.0,10738,COMPLETE
53829,2014-06-29 00:00:00.0,4773,PENDING_PAYMENT
53830,2014-06-29 00:00:00.0,7263,PENDING
53836,2014-06-29 00:00:00.0,7977,COMPLETE
53837,2014-06-29 00:00:00.0,1561,CLOSED
53842,2014-06-29 00:00:00.0,3905,COMPLETE
53845,2014-06-29 00:00:00.0,8254,PENDING_PAYMENT
53853,2014-06-29 00:00:00.0,3781,PENDING
53863,2014-06-30 00:00:00.0,8549,COMPLETE
53865,2014-06-30 00:00:00.0,5990,PENDING
53867,2014-06-30 00:00:00.0,8887,PENDING
53869,2014-06-30 00:00:00.0,1254,COMPLETE
53870,2014-06-30 00:00:00.0,9743,PENDING_PAYMENT
53874,2014-06-30 00:00:00.0,3635,COMPLETE
53875,2014-06-30 00:00:00.0,3005,PENDING_PAYMENT
53882,2014-06-30 00:00:00.0,1309,COMPLETE
53886,2014-06-30 00:00:00.0,1629,COMPLETE
53887,2014-06-30 00:00:00.0,1266,PENDING
53892,2014-06-30 00:00:00.0,9836,COMPLETE
53893,2014-06-30 00:00:00.0,7747,PENDING
53895,2014-06-30 00:00:00.0,5671,PROCESSING
53896,2014-06-30 00:00:00.0,6441,COMPLETE
53904,2014-06-30 00:00:00.0,8407,PENDING
53910,2014-06-30 00:00:00.0,7220,COMPLETE
53911,2014-06-30 00:00:00.0,723,COMPLETE
53913,2014-06-30 00:00:00.0,10785,PENDING_PAYMENT
53914,2014-06-30 00:00:00.0,1947,PROCESSING
53925,2014-06-30 00:00:00.0,7989,PENDING
53926,2014-06-30 00:00:00.0,7003,COMPLETE
53935,2014-06-30 00:00:00.0,11318,PENDING_PAYMENT
53936,2014-06-30 00:00:00.0,1568,COMPLETE
53939,2014-06-30 00:00:00.0,6568,PENDING
53941,2014-06-30 00:00:00.0,7417,ON_HOLD
53943,2014-06-30 00:00:00.0,3666,ON_HOLD
53947,2014-06-30 00:00:00.0,1710,ON_HOLD
53948,2014-06-30 00:00:00.0,10310,PROCESSING
53949,2014-06-30 00:00:00.0,11050,CLOSED
53950,2014-06-30 00:00:00.0,8424,COMPLETE
53954,2014-06-30 00:00:00.0,5241,CLOSED
53958,2014-06-30 00:00:00.0,5083,PENDING
53963,2014-06-30 00:00:00.0,5673,PENDING_PAYMENT
53967,2014-06-30 00:00:00.0,6991,COMPLETE
53973,2014-06-30 00:00:00.0,825,COMPLETE
53975,2014-06-30 00:00:00.0,11794,COMPLETE
53982,2014-06-30 00:00:00.0,10943,COMPLETE
53983,2014-06-30 00:00:00.0,11572,CANCELED
53986,2014-06-30 00:00:00.0,3199,COMPLETE
53989,2014-06-30 00:00:00.0,11492,PENDING
53995,2014-06-30 00:00:00.0,7927,PROCESSING
53997,2014-06-30 00:00:00.0,7422,COMPLETE
53999,2014-06-30 00:00:00.0,9179,PENDING_PAYMENT
54000,2014-06-30 00:00:00.0,314,COMPLETE
54002,2014-06-30 00:00:00.0,1100,PENDING
54006,2014-07-01 00:00:00.0,6547,PENDING_PAYMENT
54015,2014-07-01 00:00:00.0,11402,COMPLETE
54021,2014-07-01 00:00:00.0,8888,PENDING_PAYMENT
54023,2014-07-01 00:00:00.0,1666,SUSPECTED_FRAUD
54025,2014-07-01 00:00:00.0,7724,PROCESSING
54026,2014-07-01 00:00:00.0,4518,SUSPECTED_FRAUD
54027,2014-07-01 00:00:00.0,7508,PENDING_PAYMENT
54028,2014-07-01 00:00:00.0,9132,PENDING
54030,2014-07-01 00:00:00.0,8094,SUSPECTED_FRAUD
54035,2014-07-01 00:00:00.0,1961,COMPLETE
54039,2014-07-01 00:00:00.0,1560,PENDING_PAYMENT
54044,2014-07-01 00:00:00.0,3279,PENDING_PAYMENT
54045,2014-07-01 00:00:00.0,3998,COMPLETE
54046,2014-07-01 00:00:00.0,11566,COMPLETE
54049,2014-07-01 00:00:00.0,3804,COMPLETE
54053,2014-07-01 00:00:00.0,7520,SUSPECTED_FRAUD
54054,2014-07-01 00:00:00.0,2003,PENDING
54060,2014-07-01 00:00:00.0,1111,PENDING_PAYMENT
54064,2014-07-01 00:00:00.0,3874,PENDING
54066,2014-07-01 00:00:00.0,6700,COMPLETE
54067,2014-07-01 00:00:00.0,10963,COMPLETE
54069,2014-07-01 00:00:00.0,4390,CLOSED
54070,2014-07-01 00:00:00.0,8063,PENDING_PAYMENT
54073,2014-07-01 00:00:00.0,1938,PENDING_PAYMENT
54074,2014-07-01 00:00:00.0,11511,PENDING_PAYMENT
54078,2014-07-01 00:00:00.0,2149,PENDING_PAYMENT
54087,2014-07-01 00:00:00.0,2187,COMPLETE
54089,2014-07-01 00:00:00.0,3194,PENDING_PAYMENT
54093,2014-07-01 00:00:00.0,12194,CLOSED
54095,2014-07-01 00:00:00.0,1367,ON_HOLD
54096,2014-07-01 00:00:00.0,12238,PROCESSING
54097,2014-07-01 00:00:00.0,501,COMPLETE
54100,2014-07-01 00:00:00.0,10867,PROCESSING
54108,2014-07-01 00:00:00.0,7994,PROCESSING
54111,2014-07-01 00:00:00.0,663,PENDING_PAYMENT
54112,2014-07-01 00:00:00.0,5484,PENDING_PAYMENT
54121,2014-07-01 00:00:00.0,10675,PENDING
54124,2014-07-01 00:00:00.0,10759,SUSPECTED_FRAUD
54125,2014-07-01 00:00:00.0,9242,CANCELED
54126,2014-07-01 00:00:00.0,5853,ON_HOLD
54127,2014-07-01 00:00:00.0,5505,PENDING
54128,2014-07-01 00:00:00.0,8986,PENDING_PAYMENT
54129,2014-07-01 00:00:00.0,8050,PENDING
54131,2014-07-01 00:00:00.0,5552,COMPLETE
54134,2014-07-01 00:00:00.0,9120,ON_HOLD
54138,2014-07-01 00:00:00.0,1024,COMPLETE
54142,2014-07-01 00:00:00.0,6206,PENDING_PAYMENT
54143,2014-07-01 00:00:00.0,4942,PENDING_PAYMENT
54144,2014-07-01 00:00:00.0,9528,CLOSED
54146,2014-07-01 00:00:00.0,11017,ON_HOLD
54151,2014-07-01 00:00:00.0,5807,PENDING_PAYMENT
54153,2014-07-01 00:00:00.0,8342,PENDING
54154,2014-07-01 00:00:00.0,10541,SUSPECTED_FRAUD
54157,2014-07-01 00:00:00.0,8543,PENDING_PAYMENT
54158,2014-07-01 00:00:00.0,4484,PROCESSING
54160,2014-07-01 00:00:00.0,11658,PENDING
54161,2014-07-01 00:00:00.0,10331,PENDING
54165,2014-07-01 00:00:00.0,4246,SUSPECTED_FRAUD
54167,2014-07-02 00:00:00.0,6200,CLOSED
54170,2014-07-02 00:00:00.0,3253,PROCESSING
54173,2014-07-02 00:00:00.0,7400,PENDING
54179,2014-07-02 00:00:00.0,271,PENDING
54187,2014-07-02 00:00:00.0,4862,PENDING_PAYMENT
54189,2014-07-02 00:00:00.0,10666,COMPLETE
54193,2014-07-02 00:00:00.0,11122,COMPLETE
54199,2014-07-02 00:00:00.0,4266,COMPLETE
54201,2014-07-02 00:00:00.0,7828,CLOSED
54207,2014-07-02 00:00:00.0,10058,PENDING_PAYMENT
54208,2014-07-02 00:00:00.0,4770,PROCESSING
54214,2014-07-02 00:00:00.0,10155,PROCESSING
54217,2014-07-02 00:00:00.0,7070,SUSPECTED_FRAUD
54218,2014-07-02 00:00:00.0,11683,COMPLETE
54222,2014-07-02 00:00:00.0,7506,COMPLETE
54226,2014-07-02 00:00:00.0,3444,COMPLETE
54228,2014-07-02 00:00:00.0,1994,COMPLETE
54232,2014-07-02 00:00:00.0,56,PENDING_PAYMENT
54237,2014-07-02 00:00:00.0,3555,COMPLETE
54238,2014-07-02 00:00:00.0,10281,ON_HOLD
54244,2014-07-02 00:00:00.0,3440,CLOSED
54247,2014-07-02 00:00:00.0,2579,SUSPECTED_FRAUD
54250,2014-07-02 00:00:00.0,6482,COMPLETE
54252,2014-07-02 00:00:00.0,6060,COMPLETE
54256,2014-07-02 00:00:00.0,3844,PENDING_PAYMENT
54257,2014-07-02 00:00:00.0,5054,PENDING_PAYMENT
54261,2014-07-02 00:00:00.0,5008,PENDING_PAYMENT
54264,2014-07-02 00:00:00.0,4718,COMPLETE
54266,2014-07-02 00:00:00.0,1866,PENDING_PAYMENT
54270,2014-07-02 00:00:00.0,4272,PENDING_PAYMENT
54272,2014-07-02 00:00:00.0,6063,COMPLETE
54277,2014-07-03 00:00:00.0,11756,COMPLETE
54280,2014-07-03 00:00:00.0,6247,COMPLETE
54281,2014-07-03 00:00:00.0,10743,PENDING
54283,2014-07-03 00:00:00.0,7698,SUSPECTED_FRAUD
54284,2014-07-03 00:00:00.0,5647,COMPLETE
54285,2014-07-03 00:00:00.0,9322,ON_HOLD
54289,2014-07-03 00:00:00.0,8036,COMPLETE
54292,2014-07-03 00:00:00.0,802,COMPLETE
54298,2014-07-03 00:00:00.0,9786,PENDING_PAYMENT
54300,2014-07-03 00:00:00.0,9993,PROCESSING
54302,2014-07-03 00:00:00.0,11109,COMPLETE
54306,2014-07-03 00:00:00.0,6032,CLOSED
54309,2014-07-03 00:00:00.0,8531,COMPLETE
54313,2014-07-03 00:00:00.0,4100,PROCESSING
54314,2014-07-03 00:00:00.0,10841,PENDING_PAYMENT
54316,2014-07-03 00:00:00.0,10687,COMPLETE
54319,2014-07-03 00:00:00.0,3289,SUSPECTED_FRAUD
54324,2014-07-03 00:00:00.0,8229,PROCESSING
54326,2014-07-03 00:00:00.0,302,PENDING_PAYMENT
54336,2014-07-03 00:00:00.0,2731,SUSPECTED_FRAUD
54342,2014-07-03 00:00:00.0,1464,COMPLETE
